Trace
Swept SA
A.02.06,N9010A
78745212,-99.1323611475652
78745762,-99.0894010939665
78746312,-98.8767332766738
78746862,-99.40859326607
78747412,-99.0664117515293
78747962,-98.9732062141257
78748512,-99.5168717294842
78749062,-99.4349467403692
78749612,-99.7664605633271
78750162,-99.0361316399883
78750712,-99.4391524086019
78751262,-99.7560034164231
78751812,-98.9257782168796
78752362,-98.9071020150181
78752912,-99.7990298134095
78753462,-99.7288855042612
78754012,-99.6337161301923
78754562,-99.3089094768707
78755112,-99.4261096719017
78755662,-98.9334268930735
78756212,-99.0483940057193
78756762,-99.0848194169842
78757312,-99.493492825943
78757862,-100.091843923005
78758412,-99.9321181234234
78758962,-100.033423834441
78759512,-99.7801082844976
78760062,-99.0878529069375
78760612,-99.214243560082
78761162,-99.3845798743912
78761712,-99.7351201708387
78762262,-99.6486036142748
78762812,-99.5554744958938
78763362,-99.4370985042021
78763912,-99.6546872351422
78764462,-99.3508331196441
78765012,-99.3807432720448
78765562,-98.9129590155987
78766112,-99.1093540367141
78766662,-99.2501748470808
78767212,-99.415631085626
78767762,-99.7852582640186
78768312,-98.8913740344835
78768862,-99.1092781077701
78769412,-99.3667387561837
78769962,-99.5422051348243
78770512,-99.4488837266386
78771062,-98.8726433422558
78771612,-98.5938182813404
78772162,-98.5621108168375
78772712,-99.5729016578574
78773262,-99.0857679132047
78773812,-98.4515989589225
78774362,-99.0023125552309
78774912,-98.1686867344656
78775462,-98.7617361406634
78776012,-99.1689263761451
78776562,-98.9924145695379
78777112,-98.6382085324288
78777662,-98.9528425220717
78778212,-99.248129902018
78778762,-99.50292825042
78779312,-99.8955728082003
78779862,-98.549803490595
78780412,-99.0198329877036
78780962,-98.662888824035
78781512,-98.5710700990473
78782062,-98.3381165661477
78782612,-98.9025137438365
78783162,-98.5535662603114
78783712,-99.2356030918148
78784262,-98.8096253835476
78784812,-99.0448138182371
78785362,-98.8744922937044
78785912,-98.7633267398639
78786462,-99.1573456036991
78787012,-99.4840714375957
78787562,-99.1967706288314
78788112,-98.6871905548333
78788662,-98.832662434555
78789212,-99.2231825705534
78789762,-99.1023540073282
78790312,-98.795454572557
78790862,-99.4001630624336
78791412,-99.1129149210301
78791962,-99.8493346723239
78792512,-99.5021860659446
78793062,-98.781257335444
78793612,-99.3959012666377
78794162,-99.6256747047076
78794712,-100.009359631272
78795262,-100.447360316616
78795812,-99.8418602096194
78796362,-99.6804212406763
78796912,-99.4186116604862
78797462,-99.1370507198467
78798012,-99.9255225237038
78798562,-100.336474239787
78799112,-100.266247221067
78799662,-99.8105224227745
78800212,-100.12241071613
78800762,-99.5710488105272
78801312,-99.6409925083386
78801862,-99.8217166830771
78802412,-99.6146554983415
78802962,-100.151534137096
78803512,-99.7262319685472
78804062,-99.3451218720326
78804612,-99.8502356448594
78805162,-99.6543033772778
78805712,-99.6343363704107
78806262,-100.171617599495
78806812,-99.7858458811507
78807362,-99.5901273331142
78807912,-99.1413112204672
78808462,-99.9322555741058
78809012,-100.174521933957
78809562,-100.046216795291
78810112,-99.2472751014706
78810662,-100.111903398999
78811212,-100.590479536764
78811762,-100.426900652011
78812312,-99.4927717262829
78812862,-99.5759187413602
78813412,-99.8385412829913
78813962,-100.02096324947
78814512,-100.267482609746
78815062,-100.554157329382
78815612,-100.682249008627
78816162,-99.8673946551384
78816712,-100.176328496929
78817262,-99.914129460909
78817812,-99.9324365639699
78818362,-100.004548709964
78818912,-99.5033076827832
78819462,-100.183899491894
78820012,-100.257406016908
78820562,-100.468426058197
78821112,-99.7480194000453
78821662,-100.035532413039
78822212,-99.9136994818315
78822762,-99.7968185038428
78823312,-99.80759600389
78823862,-99.6770827133523
78824412,-99.7722544436002
78824962,-99.1943678791619
78825512,-99.4257782898956
78826062,-100.342233028766
78826612,-100.615921495238
78827162,-100.299517111909
78827712,-99.912834755934
78828262,-100.249716736692
78828812,-99.9466249318109
78829362,-100.346502333075
78829912,-100.624803717937
78830462,-100.066247913042
78831012,-99.9837708672493
78831562,-100.083328083173
78832112,-100.233555948434
78832662,-100.171051198832
78833212,-100.44615583369
78833762,-100.096445178404
78834312,-100.524822821221
78834862,-100.744307357271
78835412,-100.581266262375
78835962,-101.00648297078
78836512,-101.10305455969
78837062,-101.255377497098
78837612,-99.9291049811672
78838162,-100.312557941725
78838712,-100.213118304546
78839262,-100.440719718623
78839812,-100.914791440933
78840362,-99.8016110482319
78840912,-99.8568182539748
78841462,-99.7844290165004
78842012,-99.6984610380302
78842562,-99.8166936091649
78843112,-100.334465855797
78843662,-100.361467969081
78844212,-100.499650204389
78844762,-100.359520055762
78845312,-100.076221745358
78845862,-100.38111914493
78846412,-100.833240393601
78846962,-100.452171883292
78847512,-99.8130298467294
78848062,-99.8558135622128
78848612,-100.139279399042
78849162,-100.082960554838
78849712,-99.8501495198183
78850262,-100.233419510352
78850812,-100.758680000292
78851362,-100.930671078034
78851912,-100.064885209751
78852462,-99.5670902996147
78853012,-100.340865848181
78853562,-100.430693469618
78854112,-100.170193121805
78854662,-100.290049299922
78855212,-100.373501069087
78855762,-100.458060287063
78856312,-99.6994445102976
78856862,-99.753390568174
78857412,-100.168209842199
78857962,-99.87125956177
78858512,-100.366640208193
78859062,-100.493937580741
78859612,-100.62733040961
78860162,-100.308809418071
78860712,-99.9668435138792
78861262,-99.5105295059753
78861812,-99.8102806421186
78862362,-100.336188755878
78862912,-99.8725787910957
78863462,-99.9989895268127
78864012,-100.12353077186
78864562,-100.633000513563
78865112,-100.933312871849
78865662,-100.702923135365
78866212,-100.256623241985
78866762,-100.254950450935
78867312,-99.9790534269655
78867862,-99.4600365292797
78868412,-99.1361536161947
78868962,-99.9576999541947
78869512,-100.323082682251
78870062,-99.9927415171169
78870612,-100.08417425333
78871162,-99.8869079999269
78871712,-100.104229047965
78872262,-99.8604027207824
78872812,-99.7405444552095
78873362,-99.3476262282442
78873912,-99.9256810218978
78874462,-100.038280798402
78875012,-99.8371492208103
78875562,-99.6567775197764
78876112,-99.6215462985553
78876662,-99.4131192698764
78877212,-99.6066828830271
78877762,-99.7205198495357
78878312,-99.824406678305
78878862,-99.2498434718034
78879412,-99.4043365105517
78879962,-99.3191503783161
78880512,-99.382590465694
78881062,-99.1093599226967
78881612,-99.6162791962063
78882162,-99.7296223167463
78882712,-99.7773184478952
78883262,-99.254189967766
78883812,-99.1693341896819
78884362,-99.6363648027237
78884912,-99.5432765291056
78885462,-99.4444244117033
78886012,-99.8600128757769
78886562,-99.8497880564309
78887112,-99.3831271537956
78887662,-99.3598340242094
78888212,-99.10086571055
78888762,-99.9281690765978
78889312,-99.9955478189571
78889862,-99.0747532462268
78890412,-98.8708360980174
78890962,-99.0189478117998
78891512,-99.2875763063894
78892062,-99.2652279957503
78892612,-98.577524912591
78893162,-98.648260223683
78893712,-99.5111773109166
78894262,-99.2851419028649
78894812,-99.0035669125147
78895362,-99.4072374818625
78895912,-99.283335474871
78896462,-99.1810467772375
78897012,-98.4431232887219
78897562,-98.592301564344
78898112,-98.904842098304
78898662,-98.2881234463297
78899212,-98.08747008268
78899762,-98.2239031692288
78900312,-98.2872674664234
78900862,-98.2400393831491
78901412,-97.7639386456835
78901962,-97.9387601773063
78902512,-98.0760784807402
78903062,-98.6332579268063
78903612,-98.5847973792624
78904162,-98.2403136726654
78904712,-98.2900411959283
78905262,-98.4160357080611
78905812,-97.9605256013768
78906362,-97.8132383198721
78906912,-98.3444644750414
78907462,-98.8524373927959
78908012,-98.8047387434159
78908562,-98.2657789238587
78909112,-97.6673484162089
78909662,-98.0911985256958
78910212,-98.5558025364008
78910762,-98.3406248432284
78911312,-97.9311455207081
78911862,-98.3152026615703
78912412,-98.2742081401601
78912962,-98.5777933552994
78913512,-98.4115360131551
78914062,-98.3800895537572
78914612,-98.0158763878526
78915162,-98.3330155880213
78915712,-98.7518468825553
78916262,-98.3291743074939
78916812,-98.4992911193288
78917362,-98.0656834819278
78917912,-97.967845323651
78918462,-97.9136167505158
78919012,-97.7898089705739
78919562,-98.1427634083058
78920112,-97.9263464784868
78920662,-98.3789066029681
78921212,-98.1346674152225
78921762,-98.0801753532614
78922312,-97.5670130191336
78922862,-97.7810008416012
78923412,-97.4070758082868
78923962,-97.4279876750569
78924512,-97.3515216092917
78925062,-97.1845715336441
78925612,-97.1018707344579
78926162,-97.1862662808923
78926712,-97.2335267823076
78927262,-97.5394827506442
78927812,-97.8036504802392
78928362,-97.2367684255168
78928912,-97.2331865896417
78929462,-96.7369775414185
78930012,-96.4176472586846
78930562,-97.3986315633532
78931112,-96.8195642318592
78931662,-96.7522882691562
78932212,-96.5139863104373
78932762,-96.4469118874995
78933312,-96.5178819098097
78933862,-96.8215034452102
78934412,-96.5457482274654
78934962,-96.1706174988634
78935512,-95.6095785763458
78936062,-95.4309731680869
78936612,-95.5151844018244
78937162,-95.8816096004001
78937712,-95.2685620065996
78938262,-95.5845178511406
78938812,-95.8426139228242
78939362,-96.08260104902
78939912,-95.8338560352933
78940462,-95.1750818465202
78941012,-94.9591281203495
78941562,-95.5456742595161
78942112,-95.1806941032645
78942662,-94.3922740751947
78943212,-94.7916954340419
78943762,-94.6219067870228
78944312,-94.6122829772323
78944862,-94.2898948602274
78945412,-94.0853505696827
78945962,-94.0178946865764
78946512,-94.4016170556471
78947062,-94.3482476735459
78947612,-93.7066039913993
78948162,-93.8394069655472
78948712,-93.6535587761676
78949262,-93.1095527276873
78949812,-93.5991477651604
78950362,-93.6691081652086
78950912,-92.3111877182705
78951462,-92.7749271815992
78952012,-92.7767349171492
78952562,-92.7319018736849
78953112,-92.5548260810819
78953662,-92.5078117215477
78954212,-92.4331706244786
78954762,-92.280694142624
78955312,-91.893357744653
78955862,-91.1961297513223
78956412,-91.6966661412061
78956962,-91.413911277743
78957512,-91.0580265002582
78958062,-91.7096686646827
78958612,-90.5660352506008
78959162,-90.4629492029175
78959712,-90.3625557568748
78960262,-90.078326149714
78960812,-90.4008536730134
78961362,-90.2560347647478
78961912,-89.4518554244664
78962462,-88.9091851992954
78963012,-89.8772755938071
78963562,-89.6338870234588
78964112,-88.9647364333856
78964662,-88.987611166547
78965212,-88.1731170171099
78965762,-87.9398156273088
78966312,-87.5623883777894
78966862,-87.163610336145
78967412,-87.2775722533016
78967962,-87.2587123545361
78968512,-87.2248974510496
78969062,-86.152781175866
78969612,-83.0883521122395
78970162,-77.5217860292218
78970712,-71.0960902722238
78971262,-65.1914228635281
78971812,-59.8305974418038
78972362,-54.9166795858858
78972912,-50.4835887757883
78973462,-46.4512819497427
78974012,-42.8533416273009
78974562,-39.6200803671552
78975112,-36.7672226879908
78975662,-34.249913726182
78976212,-32.0544061131131
78976762,-30.1818506842662
78977312,-28.6114206879441
78977862,-27.3344954983767
78978412,-26.3456966294707
78978962,-25.6397207223731
78979512,-25.2130718260781
78980062,-25.0625901472451
78980612,-25.1876607844178
78981162,-25.5891573768749
78981712,-26.2694663532886
78982262,-27.2331169816125
78982812,-28.4816913128084
78983362,-30.0221781482186
78983912,-31.8712477346294
78984462,-34.0302958699612
78985012,-36.5166225578423
78985562,-39.3397493624212
78986112,-42.5245743221027
78986662,-46.0972872450582
78987212,-50.065982630239
78987762,-54.4842775231195
78988312,-59.3078168780551
78988862,-64.722908711512
78989412,-70.5623762535465
78989962,-76.9552326895593
78990512,-83.1400756607598
78991062,-85.8329105693639
78991612,-87.1067876198854
78992162,-87.6213583507037
78992712,-87.2407466112951
78993262,-88.0078404300519
78993812,-88.6801533320207
78994362,-88.878780533291
78994912,-89.8809180907049
78995462,-89.2541985227289
78996012,-89.4608650809018
78996562,-89.5096488282942
78997112,-89.4434483716147
78997662,-89.6657277514851
78998212,-89.724401631849
78998762,-90.0849395631572
78999312,-90.3424936467055
78999862,-89.9898712888414
79000412,-90.7471115255018
79000962,-90.997792679391
79001512,-91.7069442417903
79002062,-91.4533445117572
79002612,-91.1089912439665
79003162,-91.578729226615
79003712,-91.2755972825185
79004262,-91.9227291002285
79004812,-92.1008081716907
79005362,-92.046777181692
79005912,-92.8307990278659
79006462,-92.8678529657654
79007012,-92.6754700799115
79007562,-93.0328133433654
79008112,-92.8990292919381
79008662,-91.985570273101
79009212,-92.8720469038407
79009762,-92.6598674116043
79010312,-92.8592867734596
79010862,-93.2067464271945
79011412,-93.3733511424546
79011962,-93.9035603948153
79012512,-94.4718547673398
79013062,-94.3374083830986
79013612,-93.7389639734306
79014162,-93.7140719276644
79014712,-94.2706006168166
79015262,-94.4602641937703
79015812,-94.1446182292724
79016362,-94.5938398755397
79016912,-94.5878664875911
79017462,-94.3178478890896
79018012,-94.6305581946447
79018562,-94.7725731743501
79019112,-94.1008838220627
79019662,-94.6906916240968
79020212,-95.3917019411354
79020762,-95.0443650221024
79021312,-95.3894641702806
79021862,-95.1037215748435
79022412,-95.2284286711961
79022962,-95.5489809947161
79023512,-95.8997581348958
79024062,-95.3422466985802
79024612,-96.1290420916867
79025162,-96.2203143499442
79025712,-95.5885813473704
79026262,-95.74602825266
79026812,-96.5501972156306
79027362,-96.3394981176701
79027912,-96.7893119785404
79028462,-96.1921681934409
79029012,-96.6047674707734
79029562,-96.8685176650744
79030112,-97.2454359175378
79030662,-97.1254116599755
79031212,-96.4924662861591
79031762,-96.4158781162725
79032312,-96.8058004195767
79032862,-97.3865882713837
79033412,-97.4105175522254
79033962,-97.5618137487671
79034512,-97.3489466253751
79035062,-97.4410018550084
79035612,-97.1540640275941
79036162,-97.5689775380332
79036712,-97.8090182085837
79037262,-97.6530103318747
79037812,-97.4984755430175
79038362,-97.6612052073609
79038912,-97.8928699400211
79039462,-97.6428889827682
79040012,-97.5845948660906
79040562,-97.8088192877547
79041112,-97.7272284678969
79041662,-98.1197856898994
79042212,-98.3118319155847
79042762,-98.0528268378453
79043312,-98.0683266815875
79043862,-97.7090119819917
79044412,-97.9127581380874
79044962,-98.5417407334905
79045512,-98.6739246211539
79046062,-98.4505839840255
79046612,-97.8675686212222
79047162,-97.5223881552997
79047712,-97.6403855013756
79048262,-97.864311493915
79048812,-98.3966654206737
79049362,-98.5485037032613
79049912,-98.6200153983664
79050462,-98.359958696654
79051012,-98.1375690910488
79051562,-97.7890182047649
79052112,-97.8651292940075
79052662,-98.1141883270536
79053212,-98.6882635744549
79053762,-97.762573077587
79054312,-97.6290705078981
79054862,-97.6299563486008
79055412,-97.8468884696193
79055962,-97.4736763050922
79056512,-97.8523820139102
79057062,-97.6880086386491
79057612,-97.6529646019892
79058162,-97.8892246780427
79058712,-97.838818275526
79059262,-98.2290388004201
79059812,-98.2807275616272
79060362,-97.9909120753725
79060912,-98.4769673316397
79061462,-98.162538685346
79062012,-97.7922371608589
79062562,-97.9434504848275
79063112,-98.8357494121913
79063662,-98.968154832906
79064212,-98.6040305900025
79064762,-98.759181028545
79065312,-98.5040802268227
79065862,-98.6955996594758
79066412,-99.1321236342081
79066962,-99.0694135520244
79067512,-98.7114558825295
79068062,-99.444359795431
79068612,-98.9016915078855
79069162,-99.1302379202319
79069712,-99.8505956182376
79070262,-98.888920841112
79070812,-99.2533998973008
79071362,-99.1798152111079
79071912,-98.9068196994697
79072462,-99.0312636348414
79073012,-98.4261411729558
79073562,-98.2542447501098
79074112,-98.9661192995409
79074662,-99.5594075272552
79075212,-98.9547991167084
79075762,-98.5768672633076
79076312,-99.2538825048436
79076862,-99.3541351108471
79077412,-99.0161977399865
79077962,-99.3363280123914
79078512,-99.6073241561941
79079062,-99.1765039092645
79079612,-99.3214218178128
79080162,-99.4447536657496
79080712,-99.6648854088766
79081262,-99.7341551464985
79081812,-99.6002958743755
79082362,-99.3184993804529
79082912,-98.9546968090575
79083462,-98.5741272980668
79084012,-98.9277469109591
79084562,-99.8860364965905
79085112,-99.9840681818844
79085662,-99.6194372203043
79086212,-99.5611797055697
79086762,-99.8003075531038
79087312,-99.6493786569666
79087862,-99.3724897950005
79088412,-99.4934003976747
79088962,-99.6347930499798
79089512,-99.2963139541544
79090062,-98.674040933036
79090612,-99.7572773957177
79091162,-100.198188762373
79091712,-100.247397706886
79092262,-99.9441959850162
79092812,-99.9514814730303
79093362,-100.032126723447
79093912,-100.266177642058
79094462,-99.8279190339811
79095012,-99.4048154789203
79095562,-99.523213974795
79096112,-99.7840341125539
79096662,-100.022642007124
79097212,-100.041338570945
79097762,-99.507236476978
79098312,-99.5235383674332
79098862,-99.161664763184
79099412,-99.78357274026
79099962,-100.37303913227
79100512,-100.011703287477
79101062,-100.013127663048
79101612,-99.5966623755866
79102162,-100.321674955487
79102712,-99.9299878017878
79103262,-99.7140139619157
79103812,-99.8915050421635
79104362,-99.7320226205593
79104912,-99.3320510880009
79105462,-99.6239933900148
79106012,-100.261041136563
79106562,-99.9266801395254
79107112,-99.7376064856665
79107662,-99.8556388036275
79108212,-99.7190557483282
79108762,-99.4438425205371
79109312,-99.6896083713756
79109862,-99.4543979095471
79110412,-99.7283893094539
79110962,-100.442596309938
79111512,-100.268196417743
79112062,-100.089052084216
79112612,-101.152030355532
79113162,-100.162677776697
79113712,-99.7354684430176
79114262,-99.2217247689993
79114812,-99.2653174969189
79115362,-99.7512201430102
79115912,-100.712541159523
79116462,-100.699519108942
79117012,-100.528292013503
79117562,-100.81890729747
79118112,-100.464647475274
79118662,-100.436852043068
79119212,-100.146929724385
79119762,-100.362718955524
79120312,-100.415011437376
79120862,-100.46449092303
79121412,-100.273246761986
79121962,-100.076901492222
79122512,-100.168120384571
79123062,-100.617152067263
79123612,-100.652760895032
79124162,-100.08344545004
79124712,-100.261891998198
79125262,-100.274982353974
79125812,-101.021606922135
79126362,-100.011202153086
79126912,-100.674728767061
79127462,-100.717874443369
79128012,-100.03305464219
79128562,-100.581042993217
79129112,-100.4197213128
79129662,-100.714279338912
79130212,-100.237397158375
79130762,-100.294767687171
79131312,-99.7833311856013
79131862,-99.6809359461081
79132412,-100.505385031051
79132962,-100.094649063558
79133512,-100.09023367765
79134062,-100.843728844788
79134612,-100.091821598985
79135162,-99.8296580665527
79135712,-99.5950504714263
79136262,-99.8725925227256
79136812,-99.5890291174936
79137362,-99.408062337214
79137912,-100.525369107549
79138462,-100.270292068495
79139012,-100.634878839894
79139562,-100.398684696227
79140112,-100.260533017916
79140662,-99.7424922816706
79141212,-99.5950415417189
79141762,-99.9019101073055
79142312,-100.031665111873
79142862,-100.437211825477
79143412,-100.276032907532
79143962,-100.584188754642
79144512,-99.9570955035883
79145062,-99.928026029975
79145612,-99.6694320039782
79146162,-99.6226120550436
79146712,-100.387148968449
79147262,-99.9280044920191
79147812,-100.597453461211
79148362,-100.964811935867
79148912,-100.434969019802
79149462,-100.118598017396
79150012,-100.307256434528
79150562,-100.330060137886
79151112,-100.223781937846
79151662,-100.609676142335
79152212,-100.581365412056
79152762,-99.4731595341514
79153312,-99.4540408758966
79153862,-99.5910678195723
79154412,-99.5006277682791
79154962,-100.191872856132
79155512,-100.913171096698
79156062,-100.323732459941
79156612,-100.525653758808
79157162,-100.040179082707
79157712,-100.069194638244
79158262,-99.8786653081797
79158812,-100.047491180644
79159362,-100.389975243213
79159912,-99.7483457787179
79160462,-99.5232387570012
79161012,-99.3662375229647
79161562,-99.0431776326909
79162112,-99.4708775197436
79162662,-99.5132877085314
79163212,-99.7944046559501
79163762,-99.3298042497269
79164312,-99.1793120953205
79164862,-99.0149381722859
79165412,-98.8127281633084
79165962,-99.2240556744351
79166512,-99.378552768388
79167062,-99.3867782483361
79167612,-99.3778174382299
79168162,-99.350528117974
79168712,-99.6207256448907
79169262,-99.844500899976
79169812,-98.9394834011326
79170362,-98.5410247939744
79170912,-98.9300933752474
79171462,-99.0139231368063
79172012,-99.2420731777842
79172562,-99.2263046840921
79173112,-99.347623013668
79173662,-99.631432772829
79174212,-99.4253979508072
79174762,-98.9531392662443
79175312,-99.2272191530382
79175862,-99.1153223606401
79176412,-99.4487369547468
79176962,-99.1324888322666
79177512,-98.8851073820323
79178062,-98.9983452840499
79178612,-98.963310167991
79179162,-98.6948851559184
79179712,-98.9583131248368
79180262,-99.1806150830032
79180812,-99.6000179945249
79181362,-98.6717463971385
79181912,-98.2658882836061
79182462,-97.9101334250374
79183012,-98.6377584888789
79183562,-98.8068152291664
79184112,-98.7047484915508
79184662,-98.519993087827
79185212,-98.5805097158637
79185762,-99.0578179382257
79186312,-98.6225499517245
79186862,-98.9631456033759
79187412,-98.9329852464119
79187962,-98.650691445992
79188512,-99.5561482842158
79189062,-98.7590907206566
79189612,-98.6729622422557
79190162,-99.087323951652
79190712,-98.7790877358217
79191262,-99.4832924415271
79191812,-99.2237240402336
79192362,-99.1865627942526
79192912,-99.2073312992321
79193462,-99.7262874491169
79194012,-99.5832926003133
79194562,-99.3494276097683
79195112,-99.470275828015
79195662,-99.1131098799455
79196212,-98.6658509195243
79196762,-99.9266085781897
79197312,-99.4641498928413
79197862,-99.1546174430653
79198412,-99.1877656828394
79198962,-99.3870332388741
79199512,-99.5024443948244
79200062,-99.2724597032843
79200612,-99.7468492031584
79201162,-99.7190933166015
79201712,-99.4780073900639
79202262,-99.2135028112578
79202812,-99.6235927512984
79203362,-99.3763530484366
79203912,-99.0534639017947
79204462,-99.8176366324686
79205012,-99.1488676024429
79205562,-99.38928493832
79206112,-98.8869156839263
79206662,-99.1302787996712
79207212,-99.4073865821727
79207762,-99.6702090255397
79208312,-100.042422575217
79208862,-99.4835807295937
79209412,-99.3315304856363
79209962,-99.3701511209421
79210512,-98.8041246350994
79211062,-99.5215902718052
79211612,-99.7314019362277
79212162,-100.021712135527
79212712,-100.011977503754
79213262,-99.5316626893798
79213812,-99.5642889127354
79214362,-99.5261107589132
79214912,-99.4868325572761
79215462,-98.469023807201
79216012,-99.2243327245187
79216562,-99.3524522079956
79217112,-99.4433275146177
79217662,-99.3566374677273
79218212,-99.4909644913591
79218762,-99.506541417798
79219312,-99.3756355279356
79219862,-99.38576134761
79220412,-99.6246891563523
79220962,-99.5585391960524
79221512,-99.5784225489517
79222062,-99.3231743350945
79222612,-99.2589338474698
79223162,-99.3806057554027
79223712,-99.4537195318552
79224262,-99.4485716303489
79224812,-99.771390940086
79225362,-99.727774006164
79225912,-98.9326703703125
79226462,-99.9564416051801
79227012,-99.434081812565
79227562,-99.0005966279622
79228112,-99.2782948543363
79228662,-99.6280017401397
79229212,-99.6876617049971
79229762,-99.0620779332789
79230312,-99.1248908956419
79230862,-99.65170161219
79231412,-99.897644102187
79231962,-99.1264885540279
79232512,-99.1632043553622
79233062,-99.8296455865397
79233612,-100.211949411144
79234162,-99.4158866447394
79234712,-99.8801602919187
79235262,-100.083215096049
79235812,-99.3730656023026
79236362,-99.5139981330826
79236912,-100.259476903181
79237462,-99.8821184959016
79238012,-99.3642046405656
79238562,-99.3789969794892
79239112,-99.6698043291352
79239662,-99.5329756471074
79240212,-100.019635577246
79240762,-99.6745517586185
79241312,-99.4455114869752
79241862,-99.3870673605474
79242412,-99.6155996009557
79242962,-99.4664822192702
79243512,-99.7147986099585
79244062,-99.9580646156379
79244612,-100.160062789613
79245162,-99.9742731812285
79245712,-99.7336385550159
79246262,-99.6273671107144
79246812,-99.0119585780776
79247362,-99.6435650307014
79247912,-99.705857444537
79248462,-99.8428648586296
79249012,-99.7471399356014
79249562,-99.5545679363886
79250112,-99.7828038524907
79250662,-99.6522254103283
79251212,-100.068362902196
79251762,-100.643844767556
79252312,-99.7909212020434
79252862,-99.4566883041827
79253412,-99.4741865884918
79253962,-99.9058427736673
79254512,-99.2270934797658
79255062,-99.1037466046814
