Trace
Swept SA
A.02.06,N9010A
78980306,-104.824478636364
78980306.5,-103.996478507761
78980307,-103.122340358373
78980307.5,-102.224868194995
78980308,-101.275541582749
78980308.5,-100.251266499594
78980309,-99.1883559581872
78980309.5,-98.208697847346
78980310,-97.274890006573
78980310.5,-96.5499605956966
78980311,-96.1149178161864
78980311.5,-95.9283930120174
78980312,-95.9646867486621
