x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
+1.061120000E-03,-165.979911340E-03,+1.997992396E-03,-328.015062958E-03,-42.271289974E-03
+1.061121000E-03,-157.939710421E-03,+1.997992396E-03,-328.015062958E-03,-42.271289974E-03
+1.061122000E-03,-149.899509503E-03,+1.997992396E-03,-328.015062958E-03,-2.070285380E-03
+1.061123000E-03,-149.396996945E-03,-5.539695965E-03,-328.015062958E-03,-2.070285380E-03
+1.061124000E-03,-141.859308584E-03,-6.042208523E-03,-328.015062958E-03,-2.070285380E-03
+1.061125000E-03,-133.819107665E-03,+1.997992396E-03,-335.552751319E-03,-2.070285380E-03
+1.061126000E-03,-125.778906746E-03,+1.997992396E-03,-336.055263877E-03,-2.070285380E-03
+1.061127000E-03,-117.738705827E-03,+1.997992396E-03,-336.055263877E-03,-2.070285380E-03
+1.061128000E-03,-117.236193269E-03,+10.038193315E-03,-328.015062958E-03,-2.070285380E-03
+1.061129000E-03,-109.698504908E-03,+2.500504954E-03,-328.015062958E-03,-2.070285380E-03
+1.061130000E-03,-101.658303989E-03,+1.997992396E-03,-328.015062958E-03,-2.070285380E-03
+1.061131000E-03,-93.618103070E-03,+1.997992396E-03,-328.015062958E-03,-2.070285380E-03
+1.061132000E-03,-85.577902151E-03,-5.539695965E-03,-328.015062958E-03,-2.070285380E-03
+1.061133000E-03,-77.537701232E-03,-6.042208523E-03,-335.552751319E-03,-2.070285380E-03
+1.061134000E-03,-69.497500313E-03,+1.997992396E-03,-336.055263877E-03,-2.070285380E-03
+1.061135000E-03,-61.457299395E-03,+1.997992396E-03,-336.055263877E-03,-39.758727187E-03
+1.061136000E-03,-53.417098476E-03,+10.038193315E-03,-328.015062958E-03,-42.271289974E-03
+1.061137000E-03,-52.914585918E-03,+10.038193315E-03,-328.015062958E-03,-42.271289974E-03
+1.061138000E-03,-45.376897557E-03,+2.500504954E-03,-328.015062958E-03,-42.271289974E-03
+1.061139000E-03,-37.336696638E-03,+1.997992396E-03,-328.015062958E-03,-42.271289974E-03
+1.061140000E-03,-29.296495719E-03,+1.997992396E-03,-328.015062958E-03,-42.271289974E-03
+1.061141000E-03,-21.256294800E-03,+1.997992396E-03,-328.015062958E-03,-42.271289974E-03
+1.061142000E-03,-5.175892962E-03,+1.997992396E-03,-328.015062958E-03,-42.271289974E-03
+1.061143000E-03,-4.673380405E-03,+1.997992396E-03,-328.015062958E-03,-42.271289974E-03
+1.061144000E-03,+2.864307957E-03,+1.997992396E-03,-328.015062958E-03,-42.271289974E-03
+1.061145000E-03,+10.904508876E-03,+1.997992396E-03,-328.015062958E-03,-42.271289974E-03
+1.061146000E-03,+18.944709795E-03,+1.997992396E-03,-328.015062958E-03,-42.271289974E-03
+1.061147000E-03,+26.984910714E-03,+1.997992396E-03,-328.015062958E-03,-42.271289974E-03
+1.061148000E-03,+35.025111632E-03,+1.997992396E-03,-335.552751319E-03,-42.271289974E-03
+1.061149000E-03,+43.065312551E-03,+1.997992396E-03,-328.015062958E-03,-42.271289974E-03
+1.061150000E-03,+51.105513470E-03,+1.997992396E-03,-328.015062958E-03,-2.070285380E-03
+1.061151000E-03,+59.145714389E-03,+1.997992396E-03,-328.015062958E-03,-2.070285380E-03
+1.061152000E-03,+67.185915308E-03,+1.997992396E-03,-328.015062958E-03,-2.070285380E-03
+1.061153000E-03,+75.226116227E-03,+1.997992396E-03,-319.974862039E-03,-2.070285380E-03
+1.061154000E-03,+83.266317146E-03,-5.539695965E-03,-303.894460201E-03,-2.070285380E-03
+1.061155000E-03,+91.306518065E-03,-6.042208523E-03,-263.693455607E-03,-2.070285380E-03
+1.061156000E-03,+91.809030622E-03,-6.042208523E-03,-207.412049174E-03,-2.070285380E-03
+1.061157000E-03,+99.346718984E-03,-13.579896884E-03,-143.090441823E-03,-2.070285380E-03
+1.061158000E-03,+107.386919903E-03,-14.082409441E-03,-70.728633553E-03,-2.070285380E-03
+1.061159000E-03,+115.427120822E-03,-14.082409441E-03,+1.633174717E-03,-2.070285380E-03
+1.061160000E-03,+115.929633379E-03,-6.042208523E-03,+57.914581150E-03,-2.070285380E-03
+1.061161000E-03,+123.467321740E-03,-6.042208523E-03,+98.115585744E-03,-2.070285380E-03
+1.061162000E-03,+131.507522659E-03,-6.042208523E-03,+122.236188501E-03,-2.070285380E-03
+1.061163000E-03,+139.547723578E-03,+1.997992396E-03,+138.316590339E-03,-2.070285380E-03
+1.061164000E-03,+140.050236136E-03,+10.038193315E-03,+154.396992177E-03,-2.070285380E-03
+1.061165000E-03,+147.587924497E-03,+10.038193315E-03,+154.396992177E-03,-2.070285380E-03
+1.061166000E-03,+155.628125416E-03,+10.038193315E-03,+162.437193096E-03,-2.070285380E-03
+1.061167000E-03,+156.130637974E-03,+2.500504954E-03,+162.437193096E-03,-2.070285380E-03
+1.061168000E-03,+163.668326335E-03,+1.997992396E-03,+162.437193096E-03,-2.070285380E-03
+1.061169000E-03,+171.708527254E-03,+1.997992396E-03,+162.437193096E-03,-2.070285380E-03
+1.061170000E-03,+179.748728173E-03,-5.539695965E-03,+162.437193096E-03,-2.070285380E-03
+1.061171000E-03,+180.251240730E-03,-6.042208523E-03,+162.437193096E-03,-2.070285380E-03
+1.061172000E-03,+187.788929092E-03,+1.997992396E-03,+162.437193096E-03,-2.070285380E-03
+1.061173000E-03,+195.829130011E-03,+1.997992396E-03,+170.477394015E-03,-2.070285380E-03
+1.061174000E-03,+196.331642568E-03,+10.038193315E-03,+178.517594934E-03,-2.070285380E-03
+1.061175000E-03,+203.869330930E-03,+10.038193315E-03,+186.557795852E-03,-39.758727187E-03
+1.061176000E-03,+204.371843487E-03,+10.038193315E-03,+186.557795852E-03,-2.070285380E-03
+1.061177000E-03,+211.909531849E-03,+2.500504954E-03,+194.597996771E-03,-2.070285380E-03
+1.061178000E-03,+212.412044406E-03,+1.997992396E-03,+187.060308410E-03,-2.070285380E-03
+1.061179000E-03,+212.412044406E-03,+1.997992396E-03,+186.557795852E-03,-2.070285380E-03
+1.061180000E-03,+219.949732767E-03,-5.539695965E-03,+179.020107491E-03,-2.070285380E-03
+1.061181000E-03,+220.452245325E-03,+1.997992396E-03,+178.517594934E-03,-2.070285380E-03
+1.061182000E-03,+227.989933686E-03,+1.997992396E-03,+170.979906572E-03,-2.070285380E-03
+1.061183000E-03,+228.492446244E-03,+1.997992396E-03,+162.939705653E-03,-2.070285380E-03
+1.061184000E-03,+228.492446244E-03,+10.038193315E-03,+162.437193096E-03,-2.070285380E-03
+1.061185000E-03,+236.030134605E-03,+10.038193315E-03,+162.437193096E-03,-2.070285380E-03
+1.061186000E-03,+236.532647163E-03,+10.038193315E-03,+162.437193096E-03,-2.070285380E-03
+1.061187000E-03,+236.532647163E-03,+2.500504954E-03,+162.437193096E-03,-2.070285380E-03
+1.061188000E-03,+236.532647163E-03,+1.997992396E-03,+170.477394015E-03,-2.070285380E-03
+1.061189000E-03,+236.532647163E-03,-5.539695965E-03,+178.517594934E-03,-2.070285380E-03
+1.061190000E-03,+236.532647163E-03,-6.042208523E-03,+178.517594934E-03,-2.070285380E-03
+1.061191000E-03,+236.532647163E-03,-6.042208523E-03,+178.517594934E-03,-2.070285380E-03
+1.061192000E-03,+244.070335524E-03,-6.042208523E-03,+178.517594934E-03,-2.070285380E-03
+1.061193000E-03,+244.572848082E-03,+1.997992396E-03,+170.979906572E-03,-2.070285380E-03
+1.061194000E-03,+244.572848082E-03,+1.997992396E-03,+170.477394015E-03,-2.070285380E-03
+1.061195000E-03,+244.572848082E-03,+1.997992396E-03,+162.939705653E-03,-2.070285380E-03
+1.061196000E-03,+244.572848082E-03,+1.997992396E-03,+162.437193096E-03,-2.070285380E-03
+1.061197000E-03,+244.572848082E-03,+1.997992396E-03,+162.437193096E-03,-2.070285380E-03
+1.061198000E-03,+244.572848082E-03,+1.997992396E-03,+162.437193096E-03,-2.070285380E-03
+1.061199000E-03,+236.532647163E-03,+1.997992396E-03,+170.477394015E-03,-2.070285380E-03
+1.061200000E-03,+236.532647163E-03,+1.997992396E-03,+170.477394015E-03,-2.070285380E-03
+1.061201000E-03,+236.532647163E-03,-5.539695965E-03,+178.517594934E-03,-2.070285380E-03
+1.061202000E-03,+228.492446244E-03,-6.042208523E-03,+178.517594934E-03,-2.070285380E-03
+1.061203000E-03,+228.492446244E-03,-6.042208523E-03,+178.517594934E-03,-2.070285380E-03
+1.061204000E-03,+228.492446244E-03,-6.042208523E-03,+170.979906572E-03,-2.070285380E-03
+1.061205000E-03,+220.452245325E-03,-6.042208523E-03,+170.477394015E-03,-2.070285380E-03
+1.061206000E-03,+220.452245325E-03,+1.997992396E-03,+170.477394015E-03,-2.070285380E-03
+1.061207000E-03,+220.452245325E-03,+1.997992396E-03,+170.477394015E-03,-39.758727187E-03
+1.061208000E-03,+212.412044406E-03,+10.038193315E-03,+170.477394015E-03,-2.070285380E-03
+1.061209000E-03,+212.412044406E-03,+10.038193315E-03,+178.517594934E-03,-2.070285380E-03
+1.061210000E-03,+204.371843487E-03,+2.500504954E-03,+178.517594934E-03,-2.070285380E-03
+1.061211000E-03,+204.371843487E-03,+1.997992396E-03,+178.517594934E-03,-2.070285380E-03
+1.061212000E-03,+196.331642568E-03,-5.539695965E-03,+178.517594934E-03,-39.758727187E-03
+1.061213000E-03,+196.331642568E-03,-6.042208523E-03,+178.517594934E-03,-42.271289974E-03
+1.061214000E-03,+188.291441649E-03,-6.042208523E-03,+178.517594934E-03,-42.271289974E-03
+1.061215000E-03,+188.291441649E-03,-6.042208523E-03,+178.517594934E-03,-42.271289974E-03
+1.061216000E-03,+180.251240730E-03,+1.997992396E-03,+178.517594934E-03,-42.271289974E-03
+1.061217000E-03,+180.251240730E-03,+1.997992396E-03,+178.517594934E-03,-42.271289974E-03
+1.061218000E-03,+172.211039811E-03,+1.997992396E-03,+170.979906572E-03,-42.271289974E-03
+1.061219000E-03,+164.170838892E-03,+1.997992396E-03,+170.477394015E-03,-42.271289974E-03
+1.061220000E-03,+164.170838892E-03,+1.997992396E-03,+170.477394015E-03,-2.070285380E-03
+1.061221000E-03,+156.130637974E-03,-5.539695965E-03,+170.477394015E-03,-2.070285380E-03
+1.061222000E-03,+148.090437055E-03,-6.042208523E-03,+170.477394015E-03,-2.070285380E-03
+1.061223000E-03,+140.050236136E-03,-6.042208523E-03,+170.477394015E-03,-2.070285380E-03
+1.061224000E-03,+132.010035217E-03,-6.042208523E-03,+170.477394015E-03,-2.070285380E-03
+1.061225000E-03,+132.010035217E-03,-6.042208523E-03,+178.517594934E-03,-2.070285380E-03
+1.061226000E-03,+123.969834298E-03,+1.997992396E-03,+170.979906572E-03,-2.070285380E-03
+1.061227000E-03,+115.929633379E-03,-5.539695965E-03,+170.477394015E-03,-2.070285380E-03
+1.061228000E-03,+107.889432460E-03,-6.042208523E-03,+170.477394015E-03,-2.070285380E-03
+1.061229000E-03,+99.849231541E-03,+1.997992396E-03,+170.477394015E-03,-2.070285380E-03
+1.061230000E-03,+99.849231541E-03,+1.997992396E-03,+170.477394015E-03,-39.758727187E-03
+1.061231000E-03,+91.809030622E-03,+1.997992396E-03,+170.477394015E-03,-42.271289974E-03
+1.061232000E-03,+83.768829703E-03,+1.997992396E-03,+170.477394015E-03,-42.271289974E-03
+1.061233000E-03,+75.728628784E-03,+1.997992396E-03,+170.477394015E-03,-42.271289974E-03
+1.061234000E-03,+67.688427866E-03,+1.997992396E-03,+170.477394015E-03,-42.271289974E-03
+1.061235000E-03,+59.648226947E-03,+1.997992396E-03,+170.477394015E-03,-2.070285380E-03
+1.061236000E-03,+59.648226947E-03,+1.997992396E-03,+170.477394015E-03,-2.070285380E-03
+1.061237000E-03,+51.608026028E-03,+1.997992396E-03,+170.477394015E-03,-2.070285380E-03
+1.061238000E-03,+43.567825109E-03,+1.997992396E-03,+170.477394015E-03,-2.070285380E-03
+1.061239000E-03,+35.527624190E-03,+1.997992396E-03,+170.477394015E-03,-2.070285380E-03
+1.061240000E-03,+27.487423271E-03,+1.997992396E-03,+170.477394015E-03,-2.070285380E-03
+1.061241000E-03,+19.447222352E-03,+1.997992396E-03,+170.477394015E-03,-2.070285380E-03
+1.061242000E-03,+11.407021433E-03,+1.997992396E-03,+170.477394015E-03,-2.070285380E-03
+1.061243000E-03,+3.366820514E-03,+1.997992396E-03,+170.477394015E-03,-2.070285380E-03
+1.061244000E-03,-4.673380405E-03,+1.997992396E-03,+170.477394015E-03,-2.070285380E-03
+1.061245000E-03,-12.713581324E-03,+1.997992396E-03,+178.517594934E-03,-2.070285380E-03
+1.061246000E-03,-20.753782243E-03,+1.997992396E-03,+178.517594934E-03,-2.070285380E-03
+1.061247000E-03,-28.793983161E-03,+1.997992396E-03,+178.517594934E-03,-2.070285380E-03
+1.061248000E-03,-36.834184080E-03,+1.997992396E-03,+178.517594934E-03,-2.070285380E-03
+1.061249000E-03,-44.874384999E-03,+1.997992396E-03,+178.517594934E-03,-2.070285380E-03
+1.061250000E-03,-52.914585918E-03,-5.539695965E-03,+170.979906572E-03,-2.070285380E-03
+1.061251000E-03,-60.954786837E-03,-6.042208523E-03,+170.477394015E-03,-39.758727187E-03
+1.061252000E-03,-68.994987756E-03,-6.042208523E-03,+170.477394015E-03,-42.271289974E-03
+1.061253000E-03,-77.035188675E-03,+1.997992396E-03,+170.477394015E-03,-2.070285380E-03
+1.061254000E-03,-85.075389594E-03,+1.997992396E-03,+170.477394015E-03,-2.070285380E-03
+1.061255000E-03,-93.115590513E-03,+1.997992396E-03,+178.517594934E-03,-2.070285380E-03
+1.061256000E-03,-101.155791432E-03,+1.997992396E-03,+178.517594934E-03,-2.070285380E-03
+1.061257000E-03,-101.155791432E-03,+1.997992396E-03,+178.517594934E-03,-2.070285380E-03
+1.061258000E-03,-109.195992351E-03,-5.539695965E-03,+178.517594934E-03,-2.070285380E-03
+1.061259000E-03,-117.236193269E-03,-6.042208523E-03,+178.517594934E-03,-2.070285380E-03
+1.061260000E-03,-125.276394188E-03,-6.042208523E-03,+170.979906572E-03,-2.070285380E-03
+1.061261000E-03,-133.316595107E-03,-6.042208523E-03,+170.477394015E-03,-2.070285380E-03
+1.061262000E-03,-133.316595107E-03,-6.042208523E-03,+170.477394015E-03,-2.070285380E-03
+1.061263000E-03,-141.356796026E-03,+1.997992396E-03,+170.477394015E-03,-2.070285380E-03
+1.061264000E-03,-149.396996945E-03,+1.997992396E-03,+170.477394015E-03,-2.070285380E-03
+1.061265000E-03,-157.437197864E-03,+1.997992396E-03,+162.939705653E-03,-2.070285380E-03
+1.061266000E-03,-165.477398783E-03,-5.539695965E-03,+130.778901977E-03,-2.070285380E-03
+1.061267000E-03,-173.517599702E-03,-6.042208523E-03,+90.577897383E-03,-2.070285380E-03
+1.061268000E-03,-173.517599702E-03,-6.042208523E-03,+26.256290032E-03,-2.070285380E-03
+1.061269000E-03,-181.557800621E-03,-6.042208523E-03,-46.105518239E-03,-2.070285380E-03
+1.061270000E-03,-189.598001540E-03,-6.042208523E-03,-118.467326509E-03,-2.070285380E-03
+1.061271000E-03,-189.598001540E-03,-6.042208523E-03,-182.788933860E-03,-39.758727187E-03
+1.061272000E-03,-197.638202459E-03,+1.997992396E-03,-231.030139374E-03,-2.070285380E-03
+1.061273000E-03,-197.638202459E-03,+1.997992396E-03,-255.150742130E-03,-2.070285380E-03
+1.061274000E-03,-205.678403378E-03,-5.539695965E-03,-279.271344887E-03,-2.070285380E-03
+1.061275000E-03,-205.678403378E-03,-6.042208523E-03,-295.351746725E-03,-2.070285380E-03
+1.061276000E-03,-213.718604296E-03,-6.042208523E-03,-303.391947644E-03,-2.070285380E-03
