x-axis,2,3,4
second,Volt,Volt,Volt
+980.5000000E-06,-442.2110505402E-03,+462.3115528375E-03,-1.5703216195E-03
+980.5010000E-06,-440.9547691466E-03,+462.3115528375E-03,-1.5703216195E-03
+980.5020000E-06,-422.1105482429E-03,+462.3115528375E-03,-1.5703216195E-03
+980.5030000E-06,-440.9547691466E-03,+462.3115528375E-03,-1.5703216195E-03
+980.5040000E-06,-442.2110505402E-03,+442.2110505402E-03,-1.5703216195E-03
+980.5050000E-06,-481.1557737412E-03,+402.0100459456E-03,-39.2587634269E-03
+980.5060000E-06,-501.2562760385E-03,+321.6080367565E-03,-1.5703216195E-03
+980.5070000E-06,-521.3567783358E-03,+221.1055252701E-03,-1.5703216195E-03
+980.5080000E-06,-522.6130597293E-03,+80.4020091891E-03,-1.5703216195E-03
+980.5090000E-06,-522.6130597293E-03,-59.0452254983E-03,-1.5703216195E-03
+980.5100000E-06,-502.5125574321E-03,-179.6482392820E-03,-1.5703216195E-03
+980.5110000E-06,-482.4120551348E-03,-280.1507507684E-03,-1.5703216195E-03
+980.5120000E-06,-462.3115528375E-03,-360.5527599575E-03,-1.5703216195E-03
+980.5130000E-06,-462.3115528375E-03,-400.7537645521E-03,-1.5703216195E-03
+980.5140000E-06,-462.3115528375E-03,-440.9547691466E-03,-1.5703216195E-03
+980.5150000E-06,-462.3115528375E-03,-461.0552714439E-03,-1.5703216195E-03
+980.5160000E-06,-481.1557737412E-03,-481.1557737412E-03,-1.5703216195E-03
+980.5170000E-06,-482.4120551348E-03,-482.4120551348E-03,-1.5703216195E-03
+980.5180000E-06,-462.3115528375E-03,-482.4120551348E-03,-1.5703216195E-03
+980.5190000E-06,-462.3115528375E-03,-482.4120551348E-03,-1.5703216195E-03
+980.5200000E-06,-481.1557737412E-03,-501.2562760385E-03,-1.5703216195E-03
+980.5210000E-06,-482.4120551348E-03,-482.4120551348E-03,-39.2587634269E-03
+980.5220000E-06,-482.4120551348E-03,-482.4120551348E-03,-41.7713262141E-03
+980.5230000E-06,-482.4120551348E-03,-482.4120551348E-03,-41.7713262141E-03
+980.5240000E-06,-482.4120551348E-03,-482.4120551348E-03,-41.7713262141E-03
+980.5250000E-06,-462.3115528375E-03,-482.4120551348E-03,-41.7713262141E-03
+980.5260000E-06,-462.3115528375E-03,-501.2562760385E-03,-41.7713262141E-03
+980.5270000E-06,-462.3115528375E-03,-502.5125574321E-03,-41.7713262141E-03
+980.5280000E-06,-462.3115528375E-03,-521.3567783358E-03,-41.7713262141E-03
+980.5290000E-06,-481.1557737412E-03,-522.6130597293E-03,-41.7713262141E-03
+980.5300000E-06,-482.4120551348E-03,-522.6130597293E-03,-1.5703216195E-03
+980.5310000E-06,-482.4120551348E-03,-522.6130597293E-03,-1.5703216195E-03
+980.5320000E-06,-482.4120551348E-03,-522.6130597293E-03,-1.5703216195E-03
+980.5330000E-06,-482.4120551348E-03,-502.5125574321E-03,-39.2587634269E-03
+980.5340000E-06,-482.4120551348E-03,-502.5125574321E-03,-41.7713262141E-03
+980.5350000E-06,-482.4120551348E-03,-462.3115528375E-03,-41.7713262141E-03
+980.5360000E-06,-482.4120551348E-03,-462.3115528375E-03,-1.5703216195E-03
+980.5370000E-06,-482.4120551348E-03,-462.3115528375E-03,-1.5703216195E-03
+980.5380000E-06,-482.4120551348E-03,-481.1557737412E-03,-1.5703216195E-03
+980.5390000E-06,-482.4120551348E-03,-482.4120551348E-03,-1.5703216195E-03
+980.5400000E-06,-482.4120551348E-03,-501.2562760385E-03,-1.5703216195E-03
+980.5410000E-06,-482.4120551348E-03,-521.3567783358E-03,-39.2587634269E-03
+980.5420000E-06,-482.4120551348E-03,-522.6130597293E-03,-1.5703216195E-03
+980.5430000E-06,-482.4120551348E-03,-522.6130597293E-03,-39.2587634269E-03
+980.5440000E-06,-482.4120551348E-03,-522.6130597293E-03,-41.7713262141E-03
+980.5450000E-06,-482.4120551348E-03,-522.6130597293E-03,-41.7713262141E-03
+980.5460000E-06,-482.4120551348E-03,-522.6130597293E-03,-41.7713262141E-03
+980.5470000E-06,-501.2562760385E-03,-502.5125574321E-03,-1.5703216195E-03
+980.5480000E-06,-482.4120551348E-03,-502.5125574321E-03,-1.5703216195E-03
+980.5490000E-06,-482.4120551348E-03,-482.4120551348E-03,-1.5703216195E-03
+980.5500000E-06,-482.4120551348E-03,-482.4120551348E-03,-1.5703216195E-03
+980.5510000E-06,-482.4120551348E-03,-501.2562760385E-03,-1.5703216195E-03
+980.5520000E-06,-482.4120551348E-03,-502.5125574321E-03,-1.5703216195E-03
+980.5530000E-06,-501.2562760385E-03,-521.3567783358E-03,-1.5703216195E-03
+980.5540000E-06,-502.5125574321E-03,-522.6130597293E-03,-1.5703216195E-03
+980.5550000E-06,-502.5125574321E-03,-522.6130597293E-03,-1.5703216195E-03
+980.5560000E-06,-502.5125574321E-03,-502.5125574321E-03,-1.5703216195E-03
+980.5570000E-06,-502.5125574321E-03,-502.5125574321E-03,-39.2587634269E-03
+980.5580000E-06,-482.4120551348E-03,-502.5125574321E-03,-1.5703216195E-03
+980.5590000E-06,-482.4120551348E-03,-482.4120551348E-03,-1.5703216195E-03
+980.5600000E-06,-482.4120551348E-03,-501.2562760385E-03,-1.5703216195E-03
+980.5610000E-06,-501.2562760385E-03,-502.5125574321E-03,-1.5703216195E-03
+980.5620000E-06,-502.5125574321E-03,-502.5125574321E-03,-1.5703216195E-03
+980.5630000E-06,-502.5125574321E-03,-502.5125574321E-03,-1.5703216195E-03
+980.5640000E-06,-482.4120551348E-03,-521.3567783358E-03,-1.5703216195E-03
+980.5650000E-06,-482.4120551348E-03,-522.6130597293E-03,-39.2587634269E-03
+980.5660000E-06,-482.4120551348E-03,-522.6130597293E-03,-1.5703216195E-03
+980.5670000E-06,-482.4120551348E-03,-502.5125574321E-03,-39.2587634269E-03
+980.5680000E-06,-482.4120551348E-03,-521.3567783358E-03,-1.5703216195E-03
+980.5690000E-06,-482.4120551348E-03,-522.6130597293E-03,-39.2587634269E-03
+980.5700000E-06,-482.4120551348E-03,-502.5125574321E-03,-41.7713262141E-03
+980.5710000E-06,-482.4120551348E-03,-502.5125574321E-03,-41.7713262141E-03
+980.5720000E-06,-501.2562760385E-03,-502.5125574321E-03,-41.7713262141E-03
+980.5730000E-06,-482.4120551348E-03,-502.5125574321E-03,-41.7713262141E-03
+980.5740000E-06,-482.4120551348E-03,-502.5125574321E-03,-41.7713262141E-03
+980.5750000E-06,-482.4120551348E-03,-502.5125574321E-03,-1.5703216195E-03
+980.5760000E-06,-482.4120551348E-03,-502.5125574321E-03,-1.5703216195E-03
+980.5770000E-06,-482.4120551348E-03,-502.5125574321E-03,-39.2587634269E-03
+980.5780000E-06,-482.4120551348E-03,-521.3567783358E-03,-41.7713262141E-03
+980.5790000E-06,-501.2562760385E-03,-502.5125574321E-03,-1.5703216195E-03
+980.5800000E-06,-502.5125574321E-03,-502.5125574321E-03,-39.2587634269E-03
+980.5810000E-06,-482.4120551348E-03,-502.5125574321E-03,-41.7713262141E-03
+980.5820000E-06,-482.4120551348E-03,-502.5125574321E-03,-1.5703216195E-03
+980.5830000E-06,-482.4120551348E-03,-502.5125574321E-03,-1.5703216195E-03
+980.5840000E-06,-482.4120551348E-03,-502.5125574321E-03,-1.5703216195E-03
+980.5850000E-06,-482.4120551348E-03,-502.5125574321E-03,-1.5703216195E-03
+980.5860000E-06,-462.3115528375E-03,-502.5125574321E-03,-1.5703216195E-03
+980.5870000E-06,-422.1105482429E-03,-502.5125574321E-03,-1.5703216195E-03
+980.5880000E-06,-341.7085390538E-03,-521.3567783358E-03,-1.5703216195E-03
+980.5890000E-06,-221.1055252701E-03,-522.6130597293E-03,-39.2587634269E-03
+980.5900000E-06,-80.4020091891E-03,-522.6130597293E-03,-41.7713262141E-03
+980.5910000E-06,+38.9447232010E-03,-522.6130597293E-03,-41.7713262141E-03
+980.5920000E-06,+159.5477369847E-03,-522.6130597293E-03,-41.7713262141E-03
+980.5930000E-06,+260.0502484711E-03,-522.6130597293E-03,-41.7713262141E-03
+980.5940000E-06,+320.3517553629E-03,-522.6130597293E-03,-1.5703216195E-03
+980.5950000E-06,+360.5527599575E-03,-502.5125574321E-03,-1.5703216195E-03
+980.5960000E-06,+400.7537645521E-03,-521.3567783358E-03,-1.5703216195E-03
+980.5970000E-06,+420.8542668493E-03,-502.5125574321E-03,-1.5703216195E-03
+980.5980000E-06,+440.9547691466E-03,-502.5125574321E-03,-1.5703216195E-03
+980.5990000E-06,+442.2110505402E-03,-502.5125574321E-03,-1.5703216195E-03
+980.6000000E-06,+442.2110505402E-03,-502.5125574321E-03,-39.2587634269E-03
+980.6010000E-06,+422.1105482429E-03,-502.5125574321E-03,-41.7713262141E-03
