Trace
Swept SA
A.02.06,N9010A
78980014.26,-108.187213500476
78980014.37,-107.711406859615
78980014.48,-107.397353412156
78980014.59,-107.121295066096
78980014.7,-106.875714759049
78980014.81,-106.633788305437
78980014.92,-106.290257145949
78980015.03,-105.942402631044
78980015.14,-105.676734501447
78980015.25,-105.56742341246
78980015.36,-105.546336628004
78980015.47,-105.64987847563
78980015.58,-105.879355202316
78980015.69,-106.216739929031
78980015.8,-106.637203581156
78980015.91,-107.102364242509
78980016.02,-107.573117379058
78980016.13,-108.008759074162
78980016.24,-108.251708257899
78980016.35,-108.337499331552
78980016.46,-108.297325514975
78980016.57,-107.959290000901
78980016.68,-107.523403802166
78980016.79,-107.160979480893
78980016.9,-107.066178898401
78980017.01,-107.084481897546
78980017.12,-107.194901351607
78980017.23,-107.394718391451
78980017.34,-107.704109371073
78980017.45,-108.244312111091
78980017.56,-108.79129699457
78980017.67,-109.133159746937
78980017.78,-109.083799960305
78980017.89,-109.032887335819
78980018,-108.898850093514
78980018.11,-108.476335095135
78980018.22,-107.695280507346
78980018.33,-107.108732559337
78980018.44,-106.875486265554
78980018.55,-106.871226673389
78980018.66,-106.738605821995
78980018.77,-106.496177061088
78980018.88,-106.229446327682
78980018.99,-106.224549297059
78980019.1,-106.7372599025
78980019.21,-107.160161574698
78980019.32,-106.809869118037
78980019.43,-106.545637796609
78980019.54,-106.606154821915
78980019.65,-106.871557504322
78980019.76,-106.917177840714
78980019.87,-106.613807812362
78980019.98,-106.319454817097
78980020.09,-106.229029753367
78980020.2,-106.273192489214
78980020.31,-106.532578909494
78980020.42,-106.849054493884
78980020.53,-107.042029867199
78980020.64,-106.937620155249
78980020.75,-106.989517888377
78980020.86,-107.160505884924
78980020.97,-107.193044221473
78980021.08,-107.412906551477
78980021.19,-107.647259564519
78980021.3,-107.808107258429
78980021.41,-107.870867520281
78980021.52,-107.938029943723
78980021.63,-108.084714039909
78980021.74,-108.305014706282
78980021.85,-108.148609852239
78980021.96,-107.793749818744
78980022.07,-107.417324594872
78980022.18,-107.226538045997
78980022.29,-106.978732281264
78980022.4,-106.890380997277
78980022.51,-107.039877644631
78980022.62,-107.439132154175
78980022.73,-107.522500556209
78980022.84,-107.578831978425
78980022.95,-107.718113737298
78980023.06,-107.342265014393
78980023.17,-106.863225905743
78980023.28,-106.424952212605
78980023.39,-106.133402562052
78980023.5,-106.002829980679
78980023.61,-106.051733155788
78980023.72,-106.234893152481
78980023.83,-106.451168684156
78980023.94,-106.471771545632
78980024.05,-106.460604802716
78980024.16,-106.513980785365
78980024.27,-106.618560753898
78980024.38,-106.760389896511
78980024.49,-106.84176200657
78980024.6,-106.769466376814
78980024.71,-106.564791801837
78980024.82,-106.574940828332
78980024.93,-106.825006844654
78980025.04,-107.192893217493
78980025.15,-107.312760142891
78980025.26,-107.252599838121
78980025.37,-107.064089776738
78980025.48,-106.794874254936
78980025.59,-106.629303087395
78980025.7,-106.522400540921
78980025.81,-106.405265652387
78980025.92,-106.176513955201
78980026.03,-105.771876489488
78980026.14,-105.293566701753
78980026.25,-104.911698191159
78980026.36,-104.53149458234
78980026.47,-104.26677951621
78980026.58,-104.118026409583
78980026.69,-103.964858428908
78980026.8,-103.847156575481
78980026.91,-103.677051372592
78980027.02,-103.446967785497
78980027.13,-103.481918964795
78980027.24,-103.575083368874
78980027.35,-103.712015961675
78980027.46,-103.91421195406
78980027.57,-104.246641308265
78980027.68,-104.761326009756
78980027.79,-105.420117785097
78980027.9,-106.109780327401
78980028.01,-106.500010717138
78980028.12,-106.537208325736
78980028.23,-106.225160534986
78980028.34,-105.682011364174
78980028.45,-105.19860827473
78980028.56,-104.861549728375
78980028.67,-104.713229017962
78980028.78,-104.682757943704
78980028.89,-104.756477401779
78980029,-104.964988079182
78980029.11,-105.377072305098
78980029.22,-105.733066758922
78980029.33,-105.910837103607
78980029.44,-105.838033032247
78980029.55,-105.441421166348
78980029.66,-105.416929952048
78980029.77,-105.749120385161
78980029.88,-106.28445908174
78980029.99,-106.365208892368
78980030.1,-106.10335075889
78980030.21,-105.688771092224
78980030.32,-105.399101477506
78980030.43,-105.397645765509
78980030.54,-105.516755322573
78980030.65,-105.703033320248
78980030.76,-106.0436394826
78980030.87,-106.269382219411
78980030.98,-106.18489046084
78980031.09,-105.745990486516
78980031.2,-105.512077088456
78980031.31,-105.535949788901
78980031.42,-105.516340862763
78980031.53,-105.057003668251
78980031.64,-104.783255353182
78980031.75,-104.715964449511
78980031.86,-104.961012863655
78980031.97,-105.727447189777
78980032.08,-106.204324113521
78980032.19,-106.644904645649
78980032.3,-107.100921054199
78980032.41,-106.938885494557
78980032.52,-106.734066913447
78980032.63,-106.699676432349
78980032.74,-106.931538712423
78980032.85,-106.543508802359
78980032.96,-106.103796020125
78980033.07,-105.713608223092
78980033.18,-105.265331388155
78980033.29,-104.899002941893
78980033.4,-104.504160218644
78980033.51,-104.06315580731
78980033.62,-103.733742114135
78980033.73,-103.543403699268
78980033.84,-103.472326784385
78980033.95,-103.508931694529
78980034.06,-103.793117410944
78980034.17,-103.887663717016
78980034.28,-103.786437948697
78980034.39,-103.651843598728
78980034.5,-103.272932503693
78980034.61,-102.968568734021
78980034.72,-102.877527588409
78980034.83,-102.94832763165
78980034.94,-103.410126493297
78980035.05,-103.735949122958
78980035.16,-103.55938402021
78980035.27,-103.322017664232
78980035.38,-103.324908403118
78980035.49,-103.392495493265
78980035.6,-103.204366517986
78980035.71,-103.220504637162
78980035.82,-103.291526838281
78980035.93,-103.327693224943
78980036.04,-103.222180894466
78980036.15,-103.231432793047
78980036.26,-103.232288755104
78980036.37,-103.164422860475
78980036.48,-103.143103079434
78980036.59,-103.157927533662
78980036.7,-103.198334985248
78980036.81,-103.249817357197
78980036.92,-103.251394426325
78980037.03,-103.254560259079
78980037.14,-103.272296278633
78980037.25,-103.298417017456
78980037.36,-103.331119297098
78980037.47,-103.433169840103
78980037.58,-103.682235877023
78980037.69,-104.296203972169
78980037.8,-104.706466989207
78980037.91,-104.676542571264
78980038.02,-104.094958632251
78980038.13,-103.680342242794
78980038.24,-103.482331447609
78980038.35,-103.413444337015
78980038.46,-103.270782286317
78980038.57,-103.171877776217
78980038.68,-103.170815335209
78980038.79,-103.330910348986
78980038.9,-103.818527407925
78980039.01,-103.826723216901
78980039.12,-103.836329675751
78980039.23,-104.200671430994
78980039.34,-104.21129725812
78980039.45,-103.975010442297
78980039.56,-103.682472471987
78980039.67,-103.593100482809
78980039.78,-103.458623433806
78980039.89,-103.40281766802
78980040,-103.50245415788
78980040.11,-103.856637375116
78980040.22,-104.304951615419
78980040.33,-104.324289382797
78980040.44,-103.754777586911
78980040.55,-103.750159132517
78980040.66,-103.824359831668
78980040.77,-103.825628027708
78980040.88,-103.647657961113
78980040.99,-103.344621069672
78980041.1,-103.71442388319
78980041.21,-104.107864498154
78980041.32,-102.473130801399
78980041.43,-101.775193529457
78980041.54,-101.580506637063
78980041.65,-101.491765877982
78980041.76,-100.966631941195
78980041.87,-100.691324481618
78980041.98,-100.614474212517
78980042.09,-100.595374773927
78980042.2,-100.523553959095
78980042.31,-100.562100381147
78980042.42,-100.729889766542
78980042.53,-100.984478825321
78980042.64,-101.242745215828
78980042.75,-101.587739986421
78980042.86,-101.909121770443
78980042.97,-101.675438491624
78980043.08,-101.389754372321
78980043.19,-101.148446290494
78980043.3,-101.003637583915
78980043.41,-100.919480108367
78980043.52,-100.996605454252
78980043.63,-101.090490554579
78980043.74,-100.957193005496
78980043.85,-101.027636435655
78980043.96,-101.20431865157
78980044.07,-101.492093770286
78980044.18,-101.984139075125
78980044.29,-102.886661447099
78980044.4,-103.632104908643
78980044.51,-103.802241769011
78980044.62,-103.513855406259
78980044.73,-102.877326245081
78980044.84,-102.340221025524
78980044.95,-102.361842409042
78980045.06,-101.11912253659
78980045.17,-100.156136815174
78980045.28,-99.8208836946989
78980045.39,-99.7034164604908
78980045.5,-99.936252544428
78980045.61,-100.217240791984
78980045.72,-100.348015763636
78980045.83,-100.299249293776
78980045.94,-100.364397642087
78980046.05,-100.445093846481
78980046.16,-100.404282534461
78980046.27,-100.347013065747
78980046.38,-100.272930898613
78980046.49,-100.20649032311
78980046.6,-100.184814963244
78980046.71,-100.39680878573
78980046.82,-100.839056624106
78980046.93,-101.285642832344
78980047.04,-100.904880654644
78980047.15,-100.637682873901
78980047.26,-100.49859768329
78980047.37,-100.440024897754
78980047.48,-100.457514217439
78980047.59,-100.756151820001
78980047.7,-101.299820958219
78980047.81,-101.95377213876
78980047.92,-102.971604088223
78980048.03,-102.976959045189
78980048.14,-101.940594273598
78980048.25,-101.567839299586
78980048.36,-101.391861391923
78980048.47,-101.459435889107
78980048.58,-101.670975311211
78980048.69,-101.020393198259
78980048.8,-100.729465753714
78980048.91,-100.668874179098
78980049.02,-100.398764590696
78980049.13,-100.197854793416
78980049.24,-100.084672747575
78980049.35,-100.077859527234
78980049.46,-100.197666908626
78980049.57,-100.341901174084
78980049.68,-99.9020704165086
78980049.79,-98.7089401618486
78980049.9,-97.8389912399202
78980050.01,-97.4107930102125
78980050.12,-97.0480897381423
78980050.23,-96.339800511433
78980050.34,-96.1222903314296
78980050.45,-95.9071545861606
78980050.56,-95.6152225837359
78980050.67,-95.3559719789141
78980050.78,-95.3537859344279
78980050.89,-95.4665772759546
78980051,-95.6325800956975
78980051.11,-95.9614738927675
78980051.22,-95.9882881179576
78980051.33,-96.0267095523311
78980051.44,-96.3656623357806
78980051.55,-96.5654541035572
78980051.66,-96.7708092490814
78980051.77,-96.9482899902672
78980051.88,-97.0013607061481
78980051.99,-97.004085620384
78980052.1,-96.8217883417945
78980052.21,-96.3746228644603
78980052.32,-95.5764861731241
78980052.43,-94.9694280707509
78980052.54,-94.511297564112
78980052.65,-94.1294830001335
78980052.76,-93.7619607605882
78980052.87,-93.473942382128
78980052.98,-93.302713362495
78980053.09,-93.2829341751999
78980053.2,-93.3242933997282
78980053.31,-93.3259135107511
78980053.42,-93.2460830454458
78980053.53,-93.0845250984215
78980053.64,-92.8816589503799
78980053.75,-92.8151233858167
78980053.86,-92.9568790673855
78980053.97,-93.0746882392223
78980054.08,-92.9605939480315
78980054.19,-92.752615707209
78980054.3,-92.6350968461508
78980054.41,-92.5368219937944
78980054.52,-92.525780632941
78980054.63,-92.671654712145
78980054.74,-93.0946651106613
78980054.85,-93.0273257624771
78980054.96,-92.8736616196648
78980055.07,-92.8444340981065
78980055.18,-92.7853850110702
78980055.29,-92.739542064822
78980055.4,-92.6007984354693
78980055.51,-92.3048357688044
78980055.62,-92.3287003326369
78980055.73,-92.5175266890008
78980055.84,-92.7345019020399
78980055.95,-92.7875340054491
78980056.06,-92.9833500044055
78980056.17,-93.367589361707
78980056.28,-93.7802788015593
78980056.39,-93.6068366695597
78980056.5,-93.2965980425905
78980056.61,-93.063053789936
78980056.72,-92.9695721297428
78980056.83,-92.2386684813628
78980056.94,-91.7404475560671
78980057.05,-91.5027103709652
78980057.16,-91.3203593808826
78980057.27,-91.5286064975007
78980057.38,-91.167630781443
78980057.49,-90.1907927917006
78980057.6,-89.5070384158715
78980057.71,-89.0395857228674
78980057.82,-88.7460321307737
78980057.93,-88.5879213710235
78980058.04,-88.5627966045726
78980058.15,-88.6789573822658
78980058.26,-88.9218936294763
78980058.37,-89.2545794735774
78980058.48,-89.3181454183113
78980058.59,-89.1376576784987
78980058.7,-88.7257361832208
78980058.81,-88.0996613089496
78980058.92,-87.6119918508949
78980059.03,-87.2845979885206
78980059.14,-87.0378642291271
78980059.25,-86.4446028474114
78980059.36,-86.090289941131
78980059.47,-85.6798537437896
78980059.58,-84.8990968258348
78980059.69,-84.4874108976397
78980059.8,-84.258989747679
78980059.91,-83.631430237804
78980060.02,-81.7157072860308
78980060.13,-73.4495406588783
78980060.24,-64.6250737238063
78980060.35,-57.9697428094679
78980060.46,-52.3751414302834
78980060.57,-47.5733402674412
78980060.68,-43.4343646734207
78980060.79,-39.8535112579078
78980060.9,-36.7472553278969
78980061.01,-34.0660329645647
78980061.12,-31.7752041078252
78980061.23,-29.8448569263317
78980061.34,-28.2484855564524
78980061.45,-26.9710829579563
78980061.56,-26.0008077401055
78980061.67,-25.3274249402892
78980061.78,-24.9440557682496
78980061.89,-24.8484018142359
78980062,-25.0387921487195
78980062.11,-25.516903329143
78980062.22,-26.2879609965049
78980062.33,-27.3590180022012
78980062.44,-28.7387128310614
78980062.55,-30.443003020852
78980062.66,-32.4921351971436
78980062.77,-34.9090280403604
78980062.88,-37.722132514378
78980062.99,-40.9821525882218
78980063.1,-44.7500695192815
78980063.21,-49.1018992201546
78980063.32,-54.1462295168264
78980063.43,-60.0676540811975
78980063.54,-67.9180546106211
78980063.65,-78.1676650844875
78980063.76,-82.5690140175795
78980063.87,-83.7302606039129
78980063.98,-83.4307837357557
78980064.09,-83.8916882582704
78980064.2,-84.3055827805384
78980064.31,-84.7228921891584
78980064.42,-85.185297985644
78980064.53,-85.7581095920798
78980064.64,-86.3710976986476
78980064.75,-86.9353559270457
78980064.86,-87.3693642322346
78980064.97,-87.655040618125
78980065.08,-87.754429050203
78980065.19,-87.6527719873566
78980065.3,-87.3463596028806
78980065.41,-87.3877056131412
78980065.52,-87.5796163439828
78980065.63,-87.7457554744448
78980065.74,-87.6011031885942
78980065.85,-87.5699314157589
78980065.96,-87.6468646363063
78980066.07,-87.8218085102764
78980066.18,-88.1437203028596
78980066.29,-88.6177416715086
78980066.4,-89.1711455947409
78980066.51,-89.7056833781548
78980066.62,-90.122328634114
78980066.73,-90.6130706911731
78980066.84,-91.2528917460731
78980066.95,-92.0644482908815
78980067.06,-92.6977933787078
78980067.17,-92.8942900973391
78980067.28,-92.6242555916852
78980067.39,-92.556768401926
78980067.5,-92.5077428318967
78980067.61,-92.4262191411319
78980067.72,-92.2938383401296
78980067.83,-92.4349641554574
78980067.94,-92.3973575979582
78980068.05,-92.1720145023539
78980068.16,-92.0108465987548
78980068.27,-91.7898213805466
78980068.38,-91.6490143399326
78980068.49,-91.6699982141899
78980068.6,-91.8546552407358
78980068.71,-92.0634529277525
78980068.82,-92.4961018291739
78980068.93,-93.2366799654354
78980069.04,-92.9670519246711
78980069.15,-92.9165922031404
78980069.26,-93.1705390764124
78980069.37,-93.3839652562452
78980069.48,-93.4400930972617
78980069.59,-93.5292233872183
78980069.7,-93.6929535171765
78980069.81,-93.8034676338422
78980069.92,-93.6703135708649
78980070.03,-93.4838819933117
78980070.14,-93.4166690311985
78980070.25,-93.4557753261407
78980070.36,-93.6160153815228
78980070.47,-93.7131289185151
78980070.58,-93.4991693203217
78980070.69,-93.5621380980067
78980070.8,-93.8208943695837
78980070.91,-94.243822958623
78980071.02,-94.8036464634151
78980071.13,-95.503619118569
78980071.24,-96.3238687539828
78980071.35,-97.1682698873678
78980071.46,-97.6069925307818
78980071.57,-97.9979764684253
78980071.68,-97.9879525792937
78980071.79,-97.1717273617609
78980071.9,-96.7336475997394
78980072.01,-96.4849972442805
78980072.12,-96.4941230187446
78980072.23,-96.9835873762487
78980072.34,-96.4336527926268
78980072.45,-95.75284201714
78980072.56,-95.4475929944071
78980072.67,-95.3092512187172
78980072.78,-95.2686864278706
78980072.89,-95.3994329517546
78980073,-95.7411623251237
78980073.11,-95.9085129337982
78980073.22,-95.4873156465655
78980073.33,-94.7852393750642
78980073.44,-94.5527816932709
78980073.55,-94.6124211620392
78980073.66,-94.8373275280652
78980073.77,-95.1599535768298
78980073.88,-95.6265400594478
78980073.99,-96.0832322811783
78980074.1,-96.5101893364002
78980074.21,-96.9217536979328
78980074.32,-97.4941410223461
78980074.43,-98.0005006854855
78980074.54,-98.5411768937773
78980074.65,-99.3101403248001
78980074.76,-99.0643209277996
78980074.87,-98.9290607702553
78980074.98,-99.2286670034396
78980075.09,-99.5860391547284
78980075.2,-100.343425485689
78980075.31,-100.76429271298
78980075.42,-100.502394533918
78980075.53,-100.771418769862
78980075.64,-100.969473131666
78980075.75,-101.033939589661
78980075.86,-101.003258895326
78980075.97,-101.251925167966
78980076.08,-101.208466896884
78980076.19,-100.824317413796
78980076.3,-100.38648298981
78980076.41,-100.22002634516
78980076.52,-100.280902202879
78980076.63,-100.52034421541
78980076.74,-100.933822158782
78980076.85,-100.92321960436
78980076.96,-100.690414454106
78980077.07,-100.545438884662
78980077.18,-100.662359252848
78980077.29,-100.481934488679
78980077.4,-100.131894301992
78980077.51,-100.128271621465
78980077.62,-100.32325982665
78980077.73,-100.636674671597
78980077.84,-100.92536826804
78980077.95,-100.86462845705
78980078.06,-100.548823120276
78980078.17,-100.073556716829
78980078.28,-99.5791390000202
78980078.39,-99.5149236126178
78980078.5,-99.7903269597197
78980078.61,-100.358110118147
78980078.72,-101.151508368388
78980078.83,-101.707331263313
78980078.94,-102.224740178961
78980079.05,-102.631954986702
78980079.16,-102.507869117408
78980079.27,-101.931271182851
78980079.38,-101.201235092216
78980079.49,-100.559288614801
78980079.6,-100.030134631527
78980079.71,-99.6715946614899
78980079.82,-99.4757303419846
78980079.93,-99.4172731115828
78980080.04,-99.4609495207595
78980080.15,-99.5954942766504
78980080.26,-99.8255498070541
78980080.37,-100.171211136188
78980080.48,-100.575675505404
78980080.59,-101.030684369387
78980080.7,-101.437944263163
78980080.81,-101.339105514191
78980080.92,-101.310647395469
78980081.03,-101.367504892395
78980081.14,-101.445067292235
78980081.25,-101.559473419458
78980081.36,-101.673133244459
78980081.47,-101.786411254852
78980081.58,-101.915419084243
78980081.69,-102.327096543415
78980081.8,-102.690977574848
78980081.91,-102.893943025058
78980082.02,-103.197629943926
78980082.13,-103.470895187742
78980082.24,-103.694913351339
78980082.35,-103.815141389561
78980082.46,-103.359296659501
78980082.57,-103.118285696673
78980082.68,-103.143856704688
78980082.79,-103.21469759273
78980082.9,-103.350639327123
78980083.01,-103.620477712879
78980083.12,-103.97388290302
78980083.23,-104.171371237103
78980083.34,-104.188131904985
78980083.45,-104.298126789375
78980083.56,-104.671051257045
78980083.67,-104.974680580954
78980083.78,-105.04757306763
78980083.89,-104.973618255034
78980084,-104.926015101885
78980084.11,-104.844108931296
78980084.22,-104.802986662663
78980084.33,-104.864013389559
78980084.44,-105.091557385273
78980084.55,-105.210026001832
78980084.66,-105.353244149378
78980084.77,-105.575905992089
78980084.88,-105.742798158834
78980084.99,-105.99630239177
78980085.1,-106.113877225716
78980085.21,-105.827627121934
78980085.32,-105.255280553769
78980085.43,-104.858345505994
78980085.54,-104.72318270607
78980085.65,-104.741513244985
78980085.76,-104.54179442284
78980085.87,-104.341764659241
78980085.98,-104.27042569708
78980086.09,-104.349817598097
78980086.2,-104.388874048477
78980086.31,-104.367680987849
78980086.42,-104.268642125921
78980086.53,-103.875348308773
78980086.64,-103.586791542845
78980086.75,-103.424659009401
78980086.86,-103.250955894519
78980086.97,-103.032921598126
78980087.08,-102.790574561569
78980087.19,-102.563865697983
78980087.3,-102.435891977324
78980087.41,-102.487215454427
78980087.52,-102.511559073776
78980087.63,-102.365278402305
78980087.74,-102.29784224559
78980087.85,-102.36893658333
78980087.96,-102.557765051242
78980088.07,-102.804688867791
78980088.18,-102.996349194854
78980088.29,-103.165381053213
78980088.4,-103.32994117767
78980088.51,-103.509965706855
78980088.62,-103.636257800483
78980088.73,-103.781444880203
78980088.84,-103.972540747265
78980088.95,-104.06672434589
78980089.06,-104.098441320856
78980089.17,-104.015382990968
78980089.28,-103.784082707024
78980089.39,-104.062898863286
78980089.5,-103.99777577756
78980089.61,-103.618116509009
78980089.72,-103.565908804638
78980089.83,-103.569103988755
78980089.94,-103.647239752254
78980090.05,-103.823891444263
78980090.16,-104.124452450525
78980090.27,-104.819897493256
78980090.38,-105.553338520449
78980090.49,-105.919804433431
78980090.6,-105.85507298663
78980090.71,-105.801206874695
78980090.82,-105.999749941665
78980090.93,-106.659401017762
78980091.04,-106.575853467078
78980091.15,-106.480969899746
78980091.26,-106.665580439134
78980091.37,-106.913207050537
78980091.48,-106.655424566145
78980091.59,-106.272762497456
78980091.7,-106.115398928711
78980091.81,-105.989626372349
78980091.92,-105.912842733054
78980092.03,-105.849266959363
78980092.14,-105.746475193683
78980092.25,-105.644188708541
78980092.36,-105.503020982169
78980092.47,-105.352612077906
78980092.58,-105.314268365253
78980092.69,-105.352233853878
78980092.8,-105.627344878958
78980092.91,-106.103360401856
78980093.02,-105.824245561842
78980093.13,-105.766310111494
78980093.24,-105.925604668192
78980093.35,-106.090789989049
78980093.46,-105.978211722786
78980093.57,-105.713315817254
78980093.68,-105.385069611864
78980093.79,-105.069146717546
78980093.9,-104.958662927412
78980094.01,-104.957038037249
78980094.12,-104.993093680767
78980094.23,-105.047056771981
78980094.34,-105.106012030127
78980094.45,-105.426569135761
78980094.56,-106.168846869886
78980094.67,-105.848083720862
78980094.78,-105.235454340226
78980094.89,-104.721332768642
78980095,-104.678392612928
78980095.11,-104.822354746001
78980095.22,-105.030031803704
78980095.33,-105.216055806309
78980095.44,-105.311803766837
78980095.55,-105.585538054093
78980095.66,-105.907381846407
78980095.77,-106.125053773644
78980095.88,-106.134506650414
78980095.99,-106.078013598905
78980096.1,-105.909465378724
78980096.21,-105.511782261025
78980096.32,-105.16932996206
78980096.43,-104.727072897607
78980096.54,-104.236563382522
78980096.65,-104.02044108139
78980096.76,-104.025980504165
78980096.87,-104.406300496092
78980096.98,-105.159579737082
78980097.09,-105.537312022045
78980097.2,-105.913076458387
78980097.31,-106.267535337542
78980097.42,-106.510133499144
78980097.53,-106.781025779661
78980097.64,-106.886886522045
78980097.75,-106.93782281621
78980097.86,-107.368037998216
78980097.97,-107.706872094263
78980098.08,-107.784071844102
78980098.19,-107.603287283705
78980098.3,-107.724553780004
78980098.41,-107.523157243052
78980098.52,-107.222290249409
78980098.63,-107.139814211935
78980098.74,-106.915553430902
78980098.85,-106.758786954526
78980098.96,-106.84412271781
78980099.07,-107.425512243342
78980099.18,-107.474879711906
78980099.29,-107.105964077171
78980099.4,-106.505387597416
78980099.51,-106.122399294762
78980099.62,-105.793937532779
78980099.73,-105.586104299202
78980099.84,-105.557203012807
78980099.95,-105.577309075319
78980100.06,-105.57607024372
78980100.17,-105.622126381876
78980100.28,-105.861896001679
78980100.39,-106.050626174234
78980100.5,-106.247721993793
78980100.61,-106.484226032004
78980100.72,-106.783907721687
78980100.83,-107.097550183672
78980100.94,-107.399645207708
78980101.05,-107.634689185551
78980101.16,-107.526263288971
78980101.27,-107.511428185345
78980101.38,-107.497429557409
78980101.49,-107.251970416038
78980101.6,-107.050293688235
78980101.71,-107.094903319974
78980101.82,-107.336529772118
78980101.93,-107.424528024161
78980102.04,-107.431521376346
78980102.15,-107.416649746828
78980102.26,-107.413926891923
78980102.37,-107.386900882949
78980102.48,-107.37752975644
78980102.59,-107.339105620133
78980102.7,-107.222257566708
78980102.81,-107.208606004961
78980102.92,-107.199762069563
78980103.03,-107.138935464586
78980103.14,-106.949557496426
78980103.25,-106.882815558072
78980103.36,-106.951216090289
78980103.47,-107.064032582851
78980103.58,-106.831480316922
78980103.69,-106.505848252906
78980103.8,-106.285745818923
78980103.91,-106.302257467687
78980104.02,-106.098135080441
78980104.13,-105.952734049996
78980104.24,-105.940285321469
78980104.35,-106.064221530623
78980104.46,-106.331446393732
78980104.57,-106.542883676453
78980104.68,-106.592536952222
78980104.79,-106.442152389918
78980104.9,-106.490943942953
78980105.01,-106.799464339827
78980105.12,-107.287295160757
78980105.23,-107.113865900572
78980105.34,-107.182464074912
78980105.45,-107.480766327581
78980105.56,-107.743246335594
78980105.67,-108.329659548987
78980105.78,-108.817479744224
78980105.89,-108.99865924451
78980106,-108.779502983895
78980106.11,-108.31006718933
78980106.22,-107.776498650872
78980106.33,-107.321590917993
78980106.44,-106.972314101294
78980106.55,-106.845095692336
78980106.66,-106.87135659222
78980106.77,-106.935361554148
78980106.88,-106.881651806348
78980106.99,-106.980150669641
78980107.1,-107.27864949481
78980107.21,-107.697746921083
78980107.32,-107.694014682997
78980107.43,-107.508800397991
78980107.54,-107.309480971813
78980107.65,-107.134263773454
78980107.76,-107.058463471125
78980107.87,-107.036551042344
78980107.98,-107.01258543305
78980108.09,-107.035476461202
78980108.2,-107.184270774147
78980108.31,-107.264873304764
78980108.42,-106.880791178008
78980108.53,-106.919921684939
78980108.64,-107.084916415657
78980108.75,-107.215795422488
78980108.86,-107.269361065973
78980108.97,-107.273599211562
78980109.08,-107.321753763295
78980109.19,-107.466280357766
78980109.3,-107.682059385847
78980109.41,-108.002734920198
78980109.52,-108.490449381985
78980109.63,-109.223596798379
78980109.74,-109.824045992825
78980109.85,-110.150686182724
78980109.96,-110.109523481354
78980110.07,-109.607385650261
78980110.18,-109.315022967137
78980110.29,-108.871711065647
78980110.4,-107.948939466867
78980110.51,-106.43739767778
78980110.62,-104.101501997856
78980110.73,-101.056889381267
78980110.84,-97.5584790745969
78980110.95,-94.601308262515
78980111.06,-92.0775948924641
78980111.17,-89.9550637267447
78980111.28,-88.1894143985824
78980111.39,-86.7540721660648
