Trace
Swept SA
A.02.06,N9010A
78190062,-81.0785600325215
78195062,-80.8248015272593
78200062,-81.3259577601902
78205062,-81.1742320970002
78210062,-81.9687614245585
78215062,-82.3337370730651
78220062,-82.1500169602064
78225062,-82.1945645094945
78230062,-82.6884673787596
78235062,-82.6810366519397
78240062,-82.3060029493494
78245062,-82.9152874041757
78250062,-83.5132502937032
78255062,-83.8009823132797
78260062,-83.8751992995963
78265062,-84.0585281585426
78270062,-83.94071071244
78275062,-83.5324583823003
78280062,-83.5991775984265
78285062,-83.6077367695541
78290062,-83.8854391169919
78295062,-84.2205608239561
78300062,-84.7281599248572
78305062,-84.5196238475661
78310062,-83.8642526846531
78315062,-84.4742216067025
78320062,-84.4804923981752
78325062,-85.0434434723827
78330062,-85.6344309041968
78335062,-85.5568605407029
78340062,-85.2564948897336
78345062,-85.0121698212535
78350062,-86.2749512858539
78355062,-86.6177320132532
78360062,-86.3643907903535
78365062,-86.4534865100846
78370062,-86.0798791974968
78375062,-86.1554011554011
78380062,-86.0993712867992
78385062,-86.7430937071034
78390062,-86.0234983444993
78395062,-86.2412012145856
78400062,-86.2340007202113
78405062,-86.7437880183935
78410062,-87.4049233551895
78415062,-87.6524511138037
78420062,-87.3354717357395
78425062,-87.0549332695493
78430062,-87.4969025959148
78435062,-87.0464161617409
78440062,-87.2329777126128
78445062,-87.1863100274006
78450062,-86.7489139222951
78455062,-87.1955267806708
78460062,-87.5899714717238
78465062,-88.3101144816259
78470062,-87.9305990035786
78475062,-87.7729080250524
78480062,-87.3577176785721
78485062,-87.4539002118354
78490062,-87.1138020131295
78495062,-87.5827041510763
78500062,-87.9425935497826
78505062,-87.8419985752086
78510062,-87.9336254918301
78515062,-88.1569383264746
78520062,-87.9175463917408
78525062,-87.6715831092328
78530062,-87.7567437448118
78535062,-87.7140605609429
78540062,-87.6248799767394
78545062,-87.8864680536877
78550062,-87.7681767342936
78555062,-88.1474323396844
78560062,-88.3804219697024
78565062,-88.2108098749638
78570062,-88.5983365546364
78575062,-88.6801950798357
78580062,-88.636851050965
78585062,-88.8111232579869
78590062,-88.8992987326622
78595062,-89.151634721569
78600062,-88.80588171939
78605062,-88.9670677058611
78610062,-88.8607292457136
78615062,-88.2224508894764
78620062,-88.5602882369291
78625062,-88.8508203420446
78630062,-88.9902574421737
78635062,-88.5698414381061
78640062,-88.7190081528548
78645062,-88.9088121806887
78650062,-89.2243738494671
78655062,-89.5742479277884
78660062,-89.6742560404786
78665062,-88.711587792116
78670062,-89.0998279487172
78675062,-89.3991715433589
78680062,-89.710019567593
78685062,-89.5836339070911
78690062,-89.182777347796
78695062,-88.6423089531709
78700062,-88.95718895743
78705062,-88.8806705621604
78710062,-89.1854504145804
78715062,-88.7878552737822
78720062,-89.2353308779866
78725062,-89.1365065713858
78730062,-89.1871981956898
78735062,-89.3606886251177
78740062,-88.9087741953207
78745062,-88.603547649811
78750062,-88.4141253595683
78755062,-88.1130260985049
78760062,-87.5790770802684
78765062,-87.8677638608248
78770062,-87.5694265566
78775062,-87.3041990386979
78780062,-87.5010757572864
78785062,-87.3127624173143
78790062,-87.4776085365141
78795062,-87.9797223096111
78800062,-88.5252571937386
78805062,-88.2531627071317
78810062,-88.5037239974752
78815062,-88.9754998717891
78820062,-88.7708171842696
78825062,-89.5632741206809
78830062,-89.505956564963
78835062,-90.0354036007421
78840062,-90.2200049417624
78845062,-90.1499296365492
78850062,-90.6242221942365
78855062,-90.1663936882085
78860062,-90.3305148259758
78865062,-89.8549921383766
78870062,-89.7631668311152
78875062,-88.6047782878517
78880062,-86.9025862932107
78885062,-82.2071230879299
78890062,-75.9349111164672
78895062,-69.6857855664526
78900062,-63.9758789981057
78905062,-58.7677473676099
78910062,-53.9958382757268
78915062,-49.6865542245058
78920062,-45.8054704331552
78925062,-42.3032737330409
78930062,-39.1804294018207
78935062,-36.4006409175142
78940062,-33.9556892990761
78945062,-31.8268254630877
78950062,-30.0006828471781
78955062,-28.4695970342485
78960062,-27.2255093232531
78965062,-26.2617503780826
78970062,-25.5715310112612
78975062,-25.150932667265
78980062,-24.9983262986671
78985062,-25.1129017636349
78990062,-25.4947033820816
78995062,-26.1458604066888
79000062,-27.069161510662
79005062,-28.2682656027223
79010062,-29.7528397224106
79015062,-31.5291318806695
79020062,-33.600744474987
79025062,-35.9903639049894
79030062,-38.7087609895161
79035062,-41.7678421576397
79040062,-45.1843142349146
79045062,-48.9982846842167
79050062,-53.2238459668879
79055062,-57.8690044082558
79060062,-62.987779780649
79065062,-68.5924948459762
79070062,-74.942921537214
79075062,-81.1939417425435
79080062,-86.3087106088956
79085062,-88.7986002095967
79090062,-89.4254401233274
79095062,-90.2188388671975
79100062,-90.1340342862798
79105062,-90.1760513985618
79110062,-89.7240504109216
79115062,-89.6691748075908
79120062,-90.2218826722002
79125062,-89.7206830037459
79130062,-89.4582732862137
79135062,-89.532786269668
79140062,-89.2592779882227
79145062,-88.8272765887235
79150062,-88.7347485957105
79155062,-88.3523709443234
79160062,-89.1251273974547
79165062,-88.6633768153065
79170062,-87.5210941392584
79175062,-87.6238310429165
79180062,-87.7707929136406
79185062,-88.0116284749541
79190062,-88.0380334748391
79195062,-87.8563189201806
79200062,-88.2978443507548
79205062,-88.5291665833409
79210062,-88.2293691511996
79215062,-88.7953480143304
79220062,-88.9650393076318
79225062,-89.0497481747597
79230062,-89.31347833579
79235062,-89.3291019819902
79240062,-89.4576358843484
79245062,-89.1516473639742
79250062,-89.8196110646592
79255062,-89.7824497452955
79260062,-89.2790478536453
79265062,-89.2271974468789
79270062,-89.1474709988253
79275062,-89.7876713451784
79280062,-90.2328552433218
79285062,-89.6573903679489
79290062,-89.7601326454958
79295062,-89.3975372692844
79300062,-89.5483388277149
79305062,-89.3882037068121
79310062,-89.7155592459783
79315062,-89.3901029879121
79320062,-89.4719857605681
79325062,-89.2421507047042
79330062,-89.3517259856632
79335062,-89.6026914219865
79340062,-88.9948000745559
79345062,-89.4232597060363
79350062,-89.2730263318556
79355062,-89.0042564807695
79360062,-89.1194298999462
79365062,-89.0715567747001
79370062,-88.9351329705309
79375062,-89.1473264252646
79380062,-89.5885205756898
79385062,-89.0392276747565
79390062,-88.8675210477716
79395062,-88.7514341487001
79400062,-89.2338963163424
79405062,-88.9919805748804
79410062,-88.9786787163556
79415062,-88.5064768987095
79420062,-88.2933916042881
79425062,-88.9369800558525
79430062,-88.6121970966781
79435062,-88.7611798321837
79440062,-88.3423210978705
79445062,-88.2327863820839
79450062,-87.4829724635029
79455062,-88.2549460234808
79460062,-87.6247628004094
79465062,-87.5396168039956
79470062,-88.0628613098375
79475062,-88.3235299209731
79480062,-88.4568395595283
79485062,-88.0833648349129
79490062,-87.531876193346
79495062,-87.8964752602879
79500062,-87.9167531339417
79505062,-88.0143124066199
79510062,-87.7995065039941
79515062,-88.1803932979447
79520062,-87.3500544514632
79525062,-87.2275094564664
79530062,-87.8048736431951
79535062,-87.4972048128771
79540062,-87.4377501177268
79545062,-87.6346460525178
79550062,-87.4005771306848
79555062,-87.1988067987408
79560062,-87.4040065969022
79565062,-87.2228838015478
79570062,-87.408965279808
79575062,-87.2287407864385
79580062,-86.3749883688975
79585062,-86.4087131923515
79590062,-87.0589551931905
79595062,-86.7908251647742
79600062,-86.8211572238166
79605062,-86.2991357462414
79610062,-86.013974088681
79615062,-86.2194865656762
79620062,-86.0944550250964
79625062,-86.0447266887315
79630062,-85.9702878134405
79635062,-86.0060140709703
79640062,-85.0015256629283
79645062,-85.2616939284666
79650062,-85.1001114160022
79655062,-85.2899137586883
79660062,-84.8218274559392
79665062,-84.4063422653025
79670062,-84.4120876709053
79675062,-83.8523723913867
79680062,-83.8230760788355
79685062,-83.8640888388185
79690062,-84.3472104237025
79695062,-83.6354704499973
79700062,-83.2784082379464
79705062,-83.5101193264736
79710062,-83.4690257284872
79715062,-83.4607028829341
79720062,-83.3285031221232
79725062,-83.1017059537616
79730062,-83.0076620821074
79735062,-82.6554242038237
79740062,-82.602315736606
79745062,-81.9487510444173
79750062,-81.5960571474165
79755062,-81.6658753371329
79760062,-81.6509115398051
79765062,-81.624310750938
79770062,-81.7577802663871
79775062,-82.2801095525301
79780062,-82.0152650160775
79785062,-81.6076491825305
79790062,-81.0304033870082
79795062,-81.506409572656
79800062,-81.7267710448694
79805062,-81.3488251630562
79810062,-80.6577703287964
79815062,-79.7619689093566
79820062,-80.1619621031458
79825062,-80.2755601551942
79830062,-80.0753382476447
79835062,-80.2112372179373
79840062,-79.7857154376473
79845062,-79.4321408489468
79850062,-79.8428932797983
79855062,-79.1484292889157
79860062,-79.3042770540705
79865062,-78.8645013726148
79870062,-79.0417783271728
79875062,-78.0795700189185
79880062,-78.1084262278158
79885062,-77.9598799677723
79890062,-77.4818662425093
79895062,-77.0934993385123
79900062,-77.1078795378177
79905062,-76.9438108820388
79910062,-76.6845695804646
79915062,-76.5731178506666
79920062,-76.4392845950623
79925062,-76.5830102853725
79930062,-76.9382969832935
79935062,-76.6758092072246
79940062,-76.6017281152385
79945062,-76.2445324753635
79950062,-75.8263839120576
79955062,-74.9735871288125
79960062,-75.1378397704798
79965062,-75.3121145355499
79970062,-75.2308448557048
79975062,-75.3148811429138
79980062,-75.3685830535895
79985062,-75.3596401903283
79990062,-75.1131149885604
79995062,-75.0583436956681
80000062,-74.7219280869369
80005062,-74.8404689570069
80010062,-75.5884079501805
80015062,-75.509752227221
80020062,-75.5425412341084
80025062,-75.4547876139892
80030062,-75.3558541781363
80035062,-75.9605255824236
80040062,-75.9649031059014
80045062,-76.6224548638686
80050062,-76.6986161217152
80055062,-76.7821022134328
80060062,-76.872993620854
80065062,-77.3725097364324
80070062,-77.5090187164602
80075062,-77.3650060105799
80080062,-77.7064614357597
80085062,-78.0079251374412
80090062,-78.5138496662506
80095062,-78.3729608307483
80100062,-79.0073743969972
80105062,-78.7761400876726
80110062,-78.5866803860887
80115062,-78.6336353625915
80120062,-78.9251724757219
80125062,-79.0266652295274
80130062,-78.7397436779046
80135062,-78.3454010786811
80140062,-78.7153583076687
80145062,-79.5526045059924
80150062,-79.2999355695406
80155062,-79.5615270332408
80160062,-79.5211354665456
80165062,-79.6631776856913
80170062,-79.6116645014191
80175062,-79.161313755424
80180062,-79.8358495511206
80185062,-80.8877539417964
80190062,-80.674654176906
80195062,-80.3618806100094
80200062,-80.5945374239949
80205062,-80.6932934600836
80210062,-81.1031381833736
80215062,-81.346333271418
80220062,-81.5434178306204
80225062,-81.3682367836124
80230062,-81.5782025980821
80235062,-81.7036461104295
80240062,-82.1977747701157
80245062,-82.3337526718054
80250062,-82.3729905398503
80255062,-82.491002276551
80260062,-82.7503464366295
80265062,-82.4689943188528
80270062,-82.5524454446309
80275062,-82.925742879722
80280062,-83.0791375163576
80285062,-82.7622141207456
80290062,-82.6667414919452
80295062,-83.1162991482146
80300062,-83.1260755307521
80305062,-83.3484420375485
80310062,-83.3392042715624
80315062,-83.7936572130532
80320062,-84.1511056682167
80325062,-84.8802787534029
80330062,-84.4757156097958
80335062,-84.0596015354171
80340062,-84.3801109563504
80345062,-84.1787829611753
80350062,-83.817760180338
80355062,-84.3788093954305
80360062,-84.7176536427594
80365062,-84.8509839196144
80370062,-85.2512811106425
80375062,-85.4432464832376
80380062,-85.0414195229513
80385062,-84.8536574008251
80390062,-85.2532618235409
80395062,-85.3625484665798
80400062,-85.313475921684
80405062,-85.3989317233997
80410062,-85.0785651005835
80415062,-85.648291928492
80420062,-85.6455019200832
80425062,-85.4816212737557
80430062,-85.7413573394974
80435062,-85.5494949626027
80440062,-85.3645812570753
80445062,-85.6546517884311
80450062,-86.1686984050803
80455062,-86.1776251326745
80460062,-85.7171564762076
80465062,-86.4309671745148
80470062,-86.7927565209718
80475062,-86.4356217812681
80480062,-86.4299069733943
80485062,-86.6185714200876
80490062,-86.6721871918372
80495062,-87.5821798855956
80500062,-87.7883564032996
80505062,-86.9593039516999
80510062,-86.7917708252309
80515062,-86.0174952928134
80520062,-86.7676410334845
80525062,-86.6755064556052
80530062,-87.2713381220309
80535062,-87.5278036049757
80540062,-87.5111682391903
80545062,-87.2158276730301
80550062,-87.7695267312848
80555062,-87.8446438791458
80560062,-87.5710434358918
80565062,-87.7662119562139
80570062,-87.4030070656268
80575062,-87.7133977353022
80580062,-87.7625303940625
80585062,-87.6116606780914
80590062,-87.7731280161682
80595062,-87.9919715556541
80600062,-88.5691628107832
80605062,-88.0862858199756
80610062,-88.0972309559753
80615062,-87.5343662626217
80620062,-87.8004577789172
80625062,-88.2494050358928
80630062,-88.259057139521
80635062,-88.6648913965027
80640062,-87.8940768383988
80645062,-88.3743016930669
80650062,-88.147330712988
80655062,-88.5586135240812
80660062,-89.0151684273499
80665062,-88.5511470726912
80670062,-87.9677019556785
80675062,-88.4983345707827
80680062,-88.8014640913957
80685062,-88.8628782996204
80690062,-88.9458014752183
80695062,-88.7662459111846
80700062,-88.3776984764183
80705062,-88.2881267097416
80710062,-88.7354452293327
80715062,-88.9636800259167
80720062,-88.8870040705856
80725062,-88.8177922262332
80730062,-88.5033372353494
80735062,-88.9452614696525
80740062,-88.8651449755139
80745062,-89.1012100506712
80750062,-89.2807849246378
80755062,-89.3151756154249
80760062,-89.0322003468773
80765062,-89.186018883052
80770062,-89.0115205943557
80775062,-89.3901082748669
80780062,-89.3543603500807
80785062,-89.2472497168568
80790062,-89.6121600669771
80795062,-89.259952324313
80800062,-89.7059600302373
80805062,-89.0552534207016
80810062,-89.5534988325201
80815062,-89.2946343013632
80820062,-89.009344678711
80825062,-89.784721780874
80830062,-89.6279161056051
80835062,-89.0753830497375
80840062,-89.8231015669018
80845062,-89.8429042892196
80850062,-89.7277235299208
80855062,-89.3702297746995
80860062,-89.4696331553532
80865062,-89.9021623164394
80870062,-89.5967596546835
80875062,-90.0370492435191
80880062,-89.7691206268931
80885062,-89.7359603863922
80890062,-89.5236695665718
80895062,-90.1095215847882
80900062,-90.2356454607127
80905062,-90.3542744311632
80910062,-89.8084802388961
80915062,-89.715157361701
80920062,-89.9289331546925
80925062,-89.6945092529962
80930062,-90.0935041588871
80935062,-90.3187815350152
80940062,-89.8911483857725
80945062,-89.8307648720189
80950062,-89.7358027950416
80955062,-90.4819053423817
80960062,-90.6781675222317
80965062,-90.4104929106065
80970062,-90.5823015791037
80975062,-90.3798193858964
80980062,-89.9250620492446
80985062,-90.3241195048332
80990062,-89.9812813063639
80995062,-89.7345517345908
81000062,-90.4780816176742
81005062,-90.4387560231354
81010062,-90.7443020555289
81015062,-90.8950581642345
81020062,-90.7568427832674
81025062,-90.2554301597071
81030062,-90.31605127153
81035062,-90.683243227836
81040062,-91.3297572635852
81045062,-90.5448355969089
81050062,-90.3429683048031
81055062,-90.6266427899758
81060062,-91.2851592710405
81065062,-90.6507576412389
81070062,-90.6788759249644
81075062,-90.7925059019747
81080062,-90.9219390629025
81085062,-90.5325313634628
81090062,-90.4170643129517
81095062,-90.7527118776881
81100062,-90.6990858127594
81105062,-90.4047371746511
81110062,-90.5770675052632
81115062,-91.5344324847191
81120062,-91.6910265634455
81125062,-91.4706174049105
81130062,-90.9526320694529
81135062,-90.8887366420633
81140062,-91.0560768031234
81145062,-90.8310057693414
81150062,-91.337711484127
81155062,-91.3290499320357
81160062,-90.650412060285
81165062,-90.4777610710275
81170062,-91.0020318186908
81175062,-91.627785692978
81180062,-91.3496335364389
81185062,-91.6034838638732
81190062,-91.6959445682626
81195062,-91.4151918913633
81200062,-91.7078593354244
81205062,-91.2841312846911
81210062,-91.2530835239806
81215062,-91.4738200862342
81220062,-91.0927719471454
81225062,-90.7845582940994
81230062,-91.3514033277164
81235062,-91.0509894973169
81240062,-91.1209179701348
81245062,-91.4337744777546
81250062,-90.9169811140266
81255062,-91.2587789975531
81260062,-91.5374821716455
81265062,-92.0357345555318
81270062,-91.2853458204343
81275062,-91.2103159310543
81280062,-90.8789120603118
81285062,-91.3651074884037
81290062,-91.4905955534809
81295062,-91.3018449670372
81300062,-90.9589291017729
81305062,-91.3625356064276
81310062,-91.5112638573274
81315062,-91.1059933375032
81320062,-91.513623760131
81325062,-91.2329508068635
81330062,-90.7255878581293
81335062,-91.0055295474576
81340062,-91.8043138111101
81345062,-91.7210111587515
81350062,-91.4986890285477
81355062,-91.9395845778645
81360062,-91.4215536848978
81365062,-91.7094512431554
81370062,-91.5288419345122
81375062,-91.6917920769272
81380062,-91.7182923655753
81385062,-91.3148485754394
81390062,-92.139903819874
81395062,-91.0505484289637
81400062,-90.7719799660478
81405062,-91.1555910779431
81410062,-91.5503754000423
81415062,-90.8635684677603
81420062,-91.020914357232
81425062,-91.6045543857999
81430062,-91.9259542797086
81435062,-92.1567741844285
81440062,-92.0477276659254
81445062,-91.6530871083863
81450062,-91.5545684082738
81455062,-91.0842163915334
81460062,-92.0485481158609
81465062,-92.1639899236851
81470062,-91.6775624916118
81475062,-91.7460278375418
81480062,-91.8008348608488
