Trace
Swept SA
A.02.06,N9010A
78954502,-99.7226262338402
78954562,-99.3375777683329
78954622,-99.8927879462273
78954682,-98.5407788302921
78954742,-98.4886466161283
78954802,-98.8983230481258
78954862,-99.5569282156329
78954922,-99.6864901094289
78954982,-99.0263685874142
78955042,-99.290355121427
78955102,-99.6812263805566
78955162,-99.2795811788526
78955222,-98.709001725512
78955282,-98.6117638653942
78955342,-98.7087792025895
78955402,-99.165345875831
78955462,-97.9350238512304
78955522,-98.4978631739895
78955582,-98.5782148526647
78955642,-98.3809950414264
78955702,-100.531410334141
78955762,-100.504396298683
78955822,-100.189460120631
78955882,-99.4487418138328
78955942,-98.7220548875023
78956002,-100.009038364048
78956062,-101.32312538156
78956122,-100.407070587523
78956182,-98.6979862615063
78956242,-99.6209346063398
78956302,-98.9102644227367
78956362,-99.025371094684
78956422,-100.774609366214
78956482,-99.144292614808
78956542,-98.5539710760721
78956602,-99.0065001024701
78956662,-99.4606129571879
78956722,-99.4967735949953
78956782,-99.504536860251
78956842,-99.1638355876994
78956902,-98.1643509638561
78956962,-98.477413868343
78957022,-98.8375231661618
78957082,-98.4997887832798
78957142,-99.5484395588504
78957202,-99.4704530204232
78957262,-97.9305706353365
78957322,-98.7033899014014
78957382,-98.9751171174845
78957442,-98.0181058615425
78957502,-98.233149869728
78957562,-98.547640450447
78957622,-98.3434384101368
78957682,-98.0985699046564
78957742,-98.7176016716084
78957802,-99.3645400474072
78957862,-99.293357278523
78957922,-99.3753597078414
78957982,-99.5384496856477
78958042,-99.2326818658972
78958102,-98.7204809859797
78958162,-99.7011832958847
78958222,-99.1148547891102
78958282,-98.7139680404044
78958342,-100.255613264829
78958402,-100.759204023961
78958462,-100.318587722612
78958522,-99.3166715876863
78958582,-97.9769092569284
78958642,-97.5242023224902
78958702,-98.5674993121908
78958762,-100.162191631609
78958822,-99.7559957119159
78958882,-100.674504875966
78958942,-99.3802497251019
78959002,-98.8312192598877
78959062,-98.8071051917764
78959122,-98.437448860645
78959182,-99.1806661523376
78959242,-99.1207486412213
78959302,-98.5984424904743
78959362,-98.9596671603493
78959422,-98.1698055607539
78959482,-97.4318756840966
78959542,-97.6484365982786
78959602,-99.5611437983693
78959662,-99.3786245908322
78959722,-99.8125938262145
78959782,-98.6971774308467
78959842,-99.4888687921031
78959902,-100.364324594782
78959962,-100.152114183108
78960022,-100.075309939061
78960082,-99.8846485155132
78960142,-100.06440215184
78960202,-98.6175864111248
78960262,-99.3323394079424
78960322,-100.597327747539
78960382,-99.8401465491914
78960442,-99.6433951942169
78960502,-99.455187589193
78960562,-98.7892438250447
78960622,-98.9191403304577
78960682,-99.7645257025009
78960742,-99.6292313478246
78960802,-100.50163103107
78960862,-99.7357499306833
78960922,-99.8866377381945
78960982,-100.010756616356
78961042,-98.9605671788366
78961102,-99.5921134202595
78961162,-99.8222149512041
78961222,-100.700325339377
78961282,-100.316124556633
78961342,-100.573195783897
78961402,-99.8629717491162
78961462,-100.385947674586
78961522,-99.0711919853284
78961582,-99.688907613254
78961642,-100.29116418448
78961702,-99.0200418500628
78961762,-98.490418858627
78961822,-97.727839259527
78961882,-98.4087295607174
78961942,-98.0846027169214
78962002,-97.8248551482109
78962062,-98.5795607720827
78962122,-100.29105485323
78962182,-100.566975868244
78962242,-100.599879619647
78962302,-97.8717913830589
78962362,-98.6621442978478
78962422,-99.2759338161355
78962482,-100.172648610206
78962542,-100.16450666994
78962602,-99.5394747528146
78962662,-99.2254085649657
78962722,-100.311870453243
78962782,-99.5803651196291
78962842,-99.6057735708144
78962902,-99.1062879323379
78962962,-98.6119106978789
78963022,-99.6507685067958
78963082,-98.9818801604191
78963142,-99.0654218031751
78963202,-98.9488656990434
78963262,-99.1765580263466
78963322,-98.7589406967973
78963382,-98.0088978796093
78963442,-98.5228839063056
78963502,-98.3776850477699
78963562,-98.8027982290257
78963622,-99.4522796531128
78963682,-99.2592090259238
78963742,-98.6963479472123
78963802,-98.739200817357
78963862,-100.391134030701
78963922,-101.503673317653
78963982,-99.3919619867781
78964042,-99.564465704739
78964102,-98.742459082483
78964162,-99.1279319408604
78964222,-98.9513018977802
78964282,-98.1924922562303
78964342,-98.3240395122864
78964402,-99.3560266293369
78964462,-98.2833066762817
78964522,-97.8730508023035
78964582,-98.4395485454071
78964642,-99.3312218577838
78964702,-98.624343939172
78964762,-98.4199188244505
78964822,-99.154525443869
78964882,-99.2431531832014
78964942,-99.3263602143405
78965002,-98.2297489918408
78965062,-98.9896522494946
78965122,-99.019923722845
78965182,-98.7840005012557
78965242,-99.5024342258588
78965302,-97.710611600711
78965362,-98.9965689349651
78965422,-98.5474981134301
78965482,-97.5027739989862
78965542,-97.9331294289063
78965602,-98.0432615414828
78965662,-98.9094820635365
78965722,-98.3802606060409
78965782,-98.3229976804183
78965842,-97.6936604271556
78965902,-99.4696007057115
78965962,-98.5458944593685
78966022,-97.5029549402145
78966082,-99.4780337456897
78966142,-96.8592296631707
78966202,-98.2958068398981
78966262,-98.965855724702
78966322,-99.8958309134897
78966382,-100.574044321745
78966442,-101.171995556834
78966502,-100.439196391636
78966562,-98.8219071858468
78966622,-99.0090668926266
78966682,-98.3014528284575
78966742,-99.9389754348353
78966802,-99.7315611230031
78966862,-100.735128560061
78966922,-100.206576325799
78966982,-99.0815008084243
78967042,-100.359672845726
78967102,-99.8614587313935
78967162,-98.4823460744918
78967222,-99.158351046076
78967282,-99.0715976832869
78967342,-99.9307690539451
78967402,-98.1294211514371
78967462,-99.7183581510454
78967522,-100.221190457179
78967582,-99.4945704531722
78967642,-97.1720538036702
78967702,-97.9140888009832
78967762,-98.9947061396853
78967822,-98.2137005942164
78967882,-97.4237943797387
78967942,-98.6615899486048
78968002,-98.2648523839482
78968062,-100.081749124409
78968122,-100.639524658033
78968182,-98.7394440211071
78968242,-99.1889392355121
78968302,-99.1164403276015
78968362,-98.7738652299955
78968422,-98.604886639221
78968482,-98.9068850529102
78968542,-99.6634645018364
78968602,-98.2314385945872
78968662,-97.7190146402584
78968722,-97.6981351511102
78968782,-97.9412642276715
78968842,-99.133664153849
78968902,-99.8217820659638
78968962,-100.595627474321
78969022,-99.5095676714727
78969082,-99.8338289114043
78969142,-98.3592404064893
78969202,-99.5668540075138
78969262,-98.8444947247614
78969322,-98.2568500789606
78969382,-98.8052118724298
78969442,-98.7234999913347
78969502,-98.8324498095316
78969562,-98.5096391047619
78969622,-98.1049823985061
78969682,-98.932767199502
78969742,-98.0668372256717
78969802,-98.2162527420687
78969862,-97.965762761425
78969922,-98.4106626429583
78969982,-99.8097633185963
78970042,-99.3207398700073
78970102,-98.1599947542743
78970162,-99.1914241852967
78970222,-98.2709525179168
78970282,-98.9277953975749
78970342,-98.1827048323166
78970402,-98.0665279546841
78970462,-97.9947428848895
78970522,-96.9295628469343
78970582,-98.4674158063673
78970642,-98.5797786630563
78970702,-98.1880379652116
78970762,-97.7962526524847
78970822,-97.6562291202899
78970882,-98.2910991704404
78970942,-97.4565557662724
78971002,-98.9418970092981
78971062,-98.2248915124156
78971122,-98.0731342661894
78971182,-97.6665145051145
78971242,-98.1936396146332
78971302,-98.1225014606312
78971362,-98.1194902318237
78971422,-97.6937306862641
78971482,-97.5767730481922
78971542,-98.687237743119
78971602,-98.0152486624259
78971662,-97.5409927398614
78971722,-97.4389587799019
78971782,-96.411790621623
78971842,-97.6899849663657
78971902,-98.6480452235293
78971962,-98.6668952870239
78972022,-98.8518242496912
78972082,-98.8630674757624
78972142,-98.3634479926391
78972202,-97.9881255714621
78972262,-98.4847117940812
78972322,-98.4985872982051
78972382,-98.4245268694157
78972442,-98.6395931850423
78972502,-98.6547179058692
78972562,-97.7978670605766
78972622,-98.2280440309677
78972682,-98.1918393297669
78972742,-98.0588872564086
78972802,-97.5817313664979
78972862,-96.8407676778476
78972922,-96.7634503626541
78972982,-98.2899488345547
78973042,-98.2579602397264
78973102,-97.3870333990842
78973162,-96.8544435179788
78973222,-97.9009081643192
78973282,-97.5235557659999
78973342,-97.7640748719497
78973402,-97.6607247729638
78973462,-98.3259775579259
78973522,-98.5822011024274
78973582,-98.8966470682641
78973642,-98.6638468884322
78973702,-97.8085129491361
78973762,-97.9645983904292
78973822,-98.1045109369071
78973882,-97.3721356130898
78973942,-98.4084726811596
78974002,-97.5123607394877
78974062,-98.2427066376514
78974122,-98.6842604030161
78974182,-98.2627392712701
78974242,-97.3366015138445
78974302,-97.2502496849955
78974362,-96.5839490017893
78974422,-96.8391464039991
78974482,-98.7576535387822
78974542,-98.4166845769372
78974602,-97.7506069681421
78974662,-97.4659866025777
78974722,-97.3467982203934
78974782,-97.9087229380664
78974842,-97.7288137011409
78974902,-97.8391465806875
78974962,-96.5665742625969
78975022,-96.7943781271057
78975082,-97.5607505426856
78975142,-98.2929033435804
78975202,-98.7390078269345
78975262,-98.8349747143969
78975322,-99.2575671548056
78975382,-97.8247158722348
78975442,-98.0162701449161
78975502,-96.379974999289
78975562,-96.103318390206
78975622,-97.0621147929268
78975682,-96.604834833058
78975742,-96.8438147255702
78975802,-96.8556379451106
78975862,-95.9080181218821
78975922,-97.2534470941743
78975982,-96.7622821312373
78976042,-96.468738789223
78976102,-96.3581833867539
78976162,-96.4451826828842
78976222,-96.5586609116294
78976282,-96.8997196547277
78976342,-94.8709696973956
78976402,-96.0958046429682
78976462,-96.1796808973411
78976522,-96.6057756060064
78976582,-95.8458059775179
78976642,-95.2697388936607
78976702,-95.3379107094818
78976762,-95.8828148495767
78976822,-95.5246022357424
78976882,-97.6454155540845
78976942,-95.6871348032649
78977002,-95.1400673928696
78977062,-96.8766127303995
78977122,-96.5331899500306
78977182,-94.6339346884267
78977242,-94.930936235304
78977302,-95.6601890688526
78977362,-96.002876255153
78977422,-94.9156564653667
78977482,-95.6966625623244
78977542,-95.9982817495145
78977602,-96.8293457443557
78977662,-96.8388936049014
78977722,-95.8520573001758
78977782,-94.7146011529769
78977842,-94.7485310466718
78977902,-94.3557418990943
78977962,-93.2337671160359
78978022,-94.7572094685024
78978082,-94.8399034284957
78978142,-94.3715143629468
78978202,-94.6468999993743
78978262,-94.8459272648324
78978322,-94.6033341183468
78978382,-94.393666754961
78978442,-93.7833131340953
78978502,-92.8397532651514
78978562,-93.4400021666764
78978622,-93.2831588238738
78978682,-92.5450504876874
78978742,-93.1200250584183
78978802,-92.9105361545616
78978862,-89.8406756125033
78978922,-83.7713342293904
78978982,-76.7674895226859
78979042,-70.5933700886107
78979102,-64.8108131685957
78979162,-59.4442454106722
78979222,-54.595165671957
78979282,-50.2152560349745
78979342,-46.2457810072434
78979402,-42.6784199132243
78979462,-39.4978921557468
78979522,-36.6590474739749
78979582,-34.1659012073108
78979642,-31.9884944623243
78979702,-30.1214957605865
78979762,-28.5569413456161
78979822,-27.2819821313252
78979882,-26.2879628305575
78979942,-25.5700204211478
78980002,-25.1256118548079
78980062,-24.9536217594816
78980122,-25.0521093877911
78980182,-25.4220339597046
78980242,-26.0655146821292
78980302,-26.9875342262322
78980362,-28.1842354326484
78980422,-29.6712172865713
78980482,-31.4522260861439
78980542,-33.5387075766123
78980602,-35.9464743538183
78980662,-38.6850645388006
78980722,-41.7881948148442
78980782,-45.2100822009649
78980842,-49.0773423810195
78980902,-53.328655579272
78980962,-58.0339373721053
78981022,-63.294337809375
78981082,-68.8892849691394
78981142,-75.2445467844995
78981202,-81.7085891465461
78981262,-87.9213767153587
78981322,-93.3277678630768
78981382,-93.7519272322287
78981442,-92.8498051251315
78981502,-92.4087994575377
78981562,-95.3340380303587
78981622,-96.4439768104615
78981682,-95.5082069703515
78981742,-95.3335102388354
78981802,-95.1090084271018
78981862,-94.0379121853672
78981922,-92.9815483185377
78981982,-93.6298420403806
78982042,-93.9802705847343
78982102,-95.1751101337912
78982162,-94.8430688802774
78982222,-95.5302275724238
78982282,-96.2206958776535
78982342,-95.9108336284821
78982402,-96.8905713105543
78982462,-96.7185406562441
78982522,-96.6929144140178
78982582,-96.9448589857218
78982642,-96.4248592891904
78982702,-96.9008232964644
78982762,-96.5584854689139
78982822,-95.8522970530277
78982882,-94.5940008212738
78982942,-95.3685195087626
78983002,-96.252692113057
78983062,-95.19809796989
78983122,-94.3125698950572
78983182,-95.5738315400202
78983242,-96.1816744352905
78983302,-95.9264897522646
78983362,-95.5031583378722
78983422,-96.2323996797087
78983482,-96.7294624703881
78983542,-96.7204762272746
78983602,-95.8207214128688
78983662,-95.6961285460847
78983722,-96.5506525331754
78983782,-98.1045391349124
78983842,-97.3067158067848
78983902,-97.8974130676101
78983962,-96.7527239016223
78984022,-95.6836731846405
78984082,-95.3776032004602
78984142,-95.5258235787993
78984202,-96.7970830132845
78984262,-97.8487817964924
78984322,-96.9739869807559
78984382,-96.6512080471902
78984442,-96.2799340885858
78984502,-96.4822344640415
78984562,-95.7684845015971
78984622,-98.2776771297492
78984682,-97.6200526891743
78984742,-98.0178500707815
78984802,-98.0629438247846
78984862,-97.9909600159691
78984922,-96.5419473302951
78984982,-96.4817770015127
78985042,-97.8758598548638
78985102,-98.4216475048239
78985162,-97.1869092828637
78985222,-97.9694721688186
78985282,-98.931236813175
78985342,-98.630912685042
78985402,-97.7774005201044
78985462,-98.3866454042503
78985522,-99.0885134878777
78985582,-98.274142094334
78985642,-96.8619948210591
78985702,-97.0875314383698
78985762,-96.997988293474
78985822,-97.614679807057
78985882,-97.8137625031263
78985942,-97.68087262021
78986002,-97.9050761989179
78986062,-98.051963538654
78986122,-98.4574144005162
78986182,-97.9063411144814
78986242,-97.9012160866316
78986302,-97.1914422565719
78986362,-98.0940245836417
78986422,-96.9601146435986
78986482,-96.7855787960518
78986542,-97.0334323182501
78986602,-98.0284309939838
78986662,-96.5419553268817
78986722,-96.9384656367344
78986782,-97.2111872239052
78986842,-97.9013107777721
78986902,-97.3573393698117
78986962,-97.2977666100582
78987022,-98.4807007453851
78987082,-99.4559106928921
78987142,-100.103032260101
78987202,-98.2781026883924
78987262,-97.4343584787351
78987322,-97.7624011679288
78987382,-96.8810330928742
78987442,-98.2579013615077
78987502,-97.3888294183942
78987562,-96.6824111682661
78987622,-98.2241395386072
78987682,-98.7211793458625
78987742,-97.3373936180367
78987802,-97.2526769922206
78987862,-97.5419236613832
78987922,-99.3615905804417
78987982,-96.9495954046736
78988042,-97.5282033843755
78988102,-98.4490805170997
78988162,-98.3404381467028
78988222,-98.090011032484
78988282,-97.5053359802849
78988342,-98.8000155240187
78988402,-99.485818194138
78988462,-97.994722858774
78988522,-97.4823766424976
78988582,-98.4650102360176
78988642,-99.428958305672
78988702,-99.2997917374743
78988762,-98.1182601425116
78988822,-97.5948818826245
78988882,-98.1733059949329
78988942,-98.8041323143922
78989002,-98.0852110815053
78989062,-97.3709554837288
78989122,-96.7254433077014
78989182,-97.8562280535436
78989242,-96.9100237388518
78989302,-98.5107505590861
78989362,-99.2778226171377
78989422,-99.0183630172127
78989482,-97.1537410719293
78989542,-98.5771967413939
78989602,-98.6729689457338
78989662,-96.9911111896012
78989722,-98.133410630962
78989782,-98.631875410517
78989842,-97.9053466642235
78989902,-99.5694847517951
78989962,-98.0194369333863
78990022,-98.5252104418334
78990082,-98.8551377718106
78990142,-100.708015738822
78990202,-99.5972960737856
78990262,-99.1070139447307
78990322,-98.7064820871337
78990382,-99.2277464234841
78990442,-99.5394019312311
78990502,-98.057913667178
78990562,-98.4274874038811
78990622,-97.3886369062836
78990682,-98.2124320552336
78990742,-99.2324137130607
78990802,-99.007774000782
78990862,-100.098130903476
78990922,-98.5934983312644
78990982,-99.1113381374106
78991042,-100.197029404994
78991102,-98.7634385969508
78991162,-99.4372209362193
78991222,-99.0062820084203
78991282,-98.5065536920237
78991342,-97.9116969829089
78991402,-98.2428194509439
78991462,-98.893089747267
78991522,-99.9995350468931
78991582,-99.8688745561231
78991642,-99.5497499870035
78991702,-99.8526258267102
78991762,-100.904048808828
78991822,-98.9047669812212
78991882,-99.2675376243645
78991942,-99.6163573290249
78992002,-98.1882825427871
78992062,-99.0183751499648
78992122,-98.8426211809361
78992182,-98.6534219087568
78992242,-98.7615821787345
78992302,-99.1477269642779
78992362,-99.3475910967696
78992422,-99.3318936937929
78992482,-99.3196438044445
78992542,-99.8121099102862
78992602,-99.2894211531248
78992662,-99.6526514647518
78992722,-97.7292149369688
78992782,-96.8162676370785
78992842,-99.1464423742226
78992902,-99.8944381901973
78992962,-99.3571089918275
78993022,-100.377458384442
78993082,-99.6445632296478
78993142,-100.277228223042
78993202,-100.475414565568
78993262,-99.9219050365693
78993322,-99.7806721706724
78993382,-98.8520731589094
78993442,-99.0587633683853
78993502,-98.80413028754
78993562,-99.0295060208815
78993622,-99.5705131186103
78993682,-98.8681859179877
78993742,-98.5203320686319
78993802,-100.750230126039
78993862,-100.459536052642
78993922,-99.6391430019604
78993982,-99.5380162112732
78994042,-98.784757742648
78994102,-99.3574359989091
78994162,-98.7984793983775
78994222,-99.0880938023272
78994282,-97.9584357957591
78994342,-98.1603684364278
78994402,-99.1569529684305
78994462,-99.6341580806107
78994522,-98.7656147562535
78994582,-99.6505458135461
78994642,-100.483603282444
78994702,-98.0169305405306
78994762,-97.9700905977778
78994822,-98.413372175855
78994882,-98.9935200449776
78994942,-99.1289616394677
78995002,-98.120380311527
78995062,-99.1340415277021
78995122,-100.236211910429
78995182,-99.5335859252921
78995242,-98.9301334155306
78995302,-98.7442437564345
78995362,-98.4623063676527
78995422,-100.379147204182
78995482,-99.4508699603578
78995542,-99.0063018620148
78995602,-100.12793920503
78995662,-100.66818784976
78995722,-99.6547570193157
78995782,-98.0620749490363
78995842,-99.3514683052067
78995902,-100.114311413207
78995962,-99.5169954777044
78996022,-98.7020954654043
78996082,-99.1956188087587
78996142,-98.5890635367317
78996202,-100.171311683918
78996262,-99.3247864799339
78996322,-98.4573693433619
78996382,-98.3877987940863
78996442,-98.9030414732992
78996502,-98.4794572412407
78996562,-99.6017611035571
78996622,-99.8928234632307
78996682,-99.034553729486
78996742,-99.1419325630413
78996802,-100.221694107184
78996862,-99.3099649287756
78996922,-98.2561752054553
78996982,-98.8729356693109
78997042,-99.2886831052097
78997102,-99.7515005938476
78997162,-100.292392774455
78997222,-100.708347061172
78997282,-99.8661197575111
78997342,-98.4913205485433
78997402,-99.8823466064773
78997462,-100.661370045107
78997522,-99.3898123775962
78997582,-97.9699196903696
78997642,-99.290823321103
78997702,-100.160608301855
78997762,-99.4627169021011
78997822,-99.5173487771427
78997882,-98.7075740684367
78997942,-98.5638360093032
78998002,-98.3561350806518
78998062,-99.2954449195755
78998122,-99.210199675003
78998182,-98.7737447253986
78998242,-100.036546259782
78998302,-99.5983215865154
78998362,-99.8349132308611
78998422,-99.6899800336698
78998482,-98.9883883026214
78998542,-99.7126882082572
78998602,-100.264244697689
78998662,-100.675809150385
78998722,-100.173322823086
78998782,-100.621040202032
78998842,-101.019986754848
78998902,-100.395458445105
78998962,-99.362698554918
78999022,-98.9639134375594
78999082,-98.7594531717186
78999142,-98.8897234957661
78999202,-100.067233542984
78999262,-99.2985302133042
78999322,-99.8076822851071
78999382,-100.276199662944
78999442,-99.8777363135238
78999502,-98.5202436229702
78999562,-99.5482464958393
78999622,-99.7731165938487
78999682,-98.5822996955136
78999742,-98.6329094713221
78999802,-98.9373711672979
78999862,-99.9374261963532
78999922,-99.8913447065986
78999982,-99.223423691987
79000042,-98.9758005555193
79000102,-100.055171381451
79000162,-99.1658510416268
79000222,-98.4951949995367
79000282,-98.6270971467016
79000342,-99.202717281259
79000402,-100.012906243089
79000462,-99.5226930643067
79000522,-97.0156154626688
79000582,-97.985378338643
79000642,-98.9495102756908
79000702,-99.2246681058257
79000762,-99.2123262827806
79000822,-99.7212944871899
79000882,-98.9342963518552
79000942,-99.0667041343523
79001002,-99.8598393954342
79001062,-98.8185756382968
79001122,-99.6782019455574
79001182,-98.6241134377226
79001242,-97.8757274550254
79001302,-100.011991042287
79001362,-99.6882008380571
79001422,-99.4310395805509
79001482,-97.730657184522
79001542,-99.2264876567578
79001602,-99.0719933551038
79001662,-99.708887298549
79001722,-99.5246524459945
79001782,-98.9621104312894
79001842,-99.772483260513
79001902,-99.6263319418396
79001962,-99.725942378019
79002022,-99.1790520751866
79002082,-98.640045086851
79002142,-99.0287640159036
79002202,-98.7812328131327
79002262,-99.5476153684586
79002322,-99.3855595202464
79002382,-100.756957733923
79002442,-100.094093072633
79002502,-99.2025893075111
79002562,-98.3166934978912
79002622,-98.9172506476936
79002682,-99.295489135316
79002742,-99.3585099601866
79002802,-99.0379604187672
79002862,-99.7609272858002
79002922,-100.675001324964
79002982,-99.8951510345526
79003042,-98.8469922501585
79003102,-98.0576957724049
79003162,-98.7087704885747
79003222,-99.3523985753073
79003282,-99.4217398418298
79003342,-101.54032917589
79003402,-100.566797569838
79003462,-99.348170728234
79003522,-97.7434683271038
79003582,-98.4545987306794
79003642,-98.1310843275397
79003702,-98.9556838963362
79003762,-100.14622554507
79003822,-98.7879284346696
79003882,-99.3524475753437
79003942,-99.9520624047543
79004002,-100.510399004322
79004062,-99.9915714624239
79004122,-99.7068990461636
79004182,-99.7100480510219
79004242,-99.3642856932672
79004302,-99.1842338239151
79004362,-98.8465846148992
79004422,-99.4487506043948
79004482,-99.6553029133255
79004542,-98.7460099778813
79004602,-98.334009391614
79004662,-99.0743976941822
79004722,-98.9714781964083
79004782,-100.128234211584
79004842,-98.727256882465
79004902,-97.5119166705202
79004962,-98.3612464037441
79005022,-99.1165739320352
79005082,-99.6995947291814
79005142,-100.325065910805
79005202,-100.422286070868
79005262,-99.8985630596185
79005322,-97.1698333151021
79005382,-98.9167576966024
79005442,-97.6850762700594
79005502,-98.7041385909189
79005562,-101.401634413451
79005622,-99.1888135917048
79005682,-98.2973098265828
79005742,-98.6296274326757
79005802,-99.6706619070599
79005862,-98.2937252396425
79005922,-98.1776822066566
79005982,-100.12417166039
79006042,-99.6778338383843
79006102,-99.7857412906959
79006162,-99.259214301695
79006222,-99.5160543427512
79006282,-99.8488086339036
79006342,-99.239863085761
79006402,-98.6396742222343
79006462,-98.255644463205
79006522,-99.5176645611662
79006582,-99.4793974356359
79006642,-99.8673579116903
79006702,-100.413766114103
79006762,-98.1966703754579
79006822,-97.8939559712092
79006882,-99.4634483179707
79006942,-99.7536832743734
79007002,-98.9408287868262
79007062,-99.2382575550001
79007122,-97.7348431042708
79007182,-97.7606767488036
79007242,-99.7289774720921
79007302,-100.595843557972
79007362,-99.761591502505
79007422,-99.321643072424
79007482,-100.802971003996
79007542,-99.5176692488205
79007602,-98.1526150117088
79007662,-99.6007318953282
79007722,-100.684377638159
79007782,-100.348176384867
79007842,-98.6465069170832
79007902,-98.7810291746057
79007962,-98.7312243701325
79008022,-99.1564409767972
79008082,-98.6562529919169
79008142,-99.0379389931676
79008202,-98.8657474548881
79008262,-98.3412889740642
79008322,-99.7569302793046
79008382,-99.3762331167826
79008442,-99.2748764918536
79008502,-98.6607596732684
79008562,-97.5823776860659
79008622,-97.5220694567384
79008682,-98.4825010624918
79008742,-98.3916938292655
79008802,-99.3900251015066
79008862,-100.318693615031
79008922,-99.612298348327
79008982,-99.4200652641548
79009042,-98.1278225148737
79009102,-97.8068133049706
79009162,-98.1618615175863
79009222,-98.1089539508476
79009282,-99.4234452062324
79009342,-100.6030927119
79009402,-99.2486568167639
79009462,-99.3295817290777
79009522,-98.1327891404535
79009582,-97.8323960620479
79009642,-99.1291211305345
79009702,-98.5271395599211
79009762,-97.591599554053
79009822,-99.1757093585986
79009882,-98.8439209227509
79009942,-99.2131728915154
79010002,-99.8224177756612
79010062,-99.2670006224548
