Trace
Swept SA
A.02.06,N9010A
78975852,-104.542283000221
78975862,-104.281561788907
78975872,-104.125346379234
78975882,-104.095903608001
78975892,-104.10278266011
78975902,-104.137288805324
78975912,-104.19703999711
78975922,-104.208692891706
78975932,-104.062337860156
78975942,-103.691473727375
78975952,-103.584237893843
78975962,-103.542298666167
78975972,-103.308228085098
78975982,-102.944962854789
78975992,-102.823386094213
78976002,-102.901052054136
78976012,-103.116745742196
78976022,-103.416740737979
78976032,-103.869350320908
78976042,-104.112441791134
78976052,-104.085647886736
78976062,-103.904141748761
78976072,-103.789390967254
78976082,-103.591426242392
78976092,-103.337936790509
78976102,-103.119139314259
78976112,-103.087201672303
78976122,-103.523898985611
78976132,-103.836436772136
78976142,-103.863181082752
78976152,-103.980813674967
78976162,-104.277646493443
78976172,-104.639383984176
78976182,-104.944214199833
78976192,-105.057395907746
78976202,-104.774418971442
78976212,-104.35211198259
78976222,-104.012598288632
78976232,-103.858060400993
78976242,-103.699185620712
78976252,-103.425487748068
78976262,-103.106457684479
78976272,-102.867414524952
78976282,-102.875062794948
78976292,-102.988746543363
78976302,-102.948762910092
78976312,-102.878401644497
78976322,-103.01592906016
78976332,-103.341814980351
78976342,-103.312673333583
78976352,-103.070782810827
78976362,-102.854942887547
78976372,-102.899778550977
78976382,-102.891839644357
78976392,-102.761684388142
78976402,-102.603976436275
78976412,-102.656114111889
78976422,-102.915581958808
78976432,-103.014735683021
78976442,-103.010739803114
78976452,-103.091427566461
78976462,-103.312238569891
78976472,-103.463286739785
78976482,-103.490699965176
78976492,-103.408599036412
78976502,-103.325238451769
78976512,-103.383623381551
78976522,-103.468734837653
78976532,-103.528597029838
78976542,-103.570679659037
78976552,-103.684228635622
78976562,-103.607337762437
78976572,-103.483299396415
78976582,-103.490171177386
78976592,-103.329949992737
78976602,-103.273965191509
78976612,-103.260390722775
78976622,-103.204128341135
78976632,-103.033275048244
78976642,-102.769110907858
78976652,-102.557976005367
78976662,-102.410922561524
78976672,-102.244404910508
78976682,-102.079654880464
78976692,-101.923998415387
78976702,-101.837937831145
78976712,-101.859995744503
78976722,-101.89017966055
78976732,-101.852535352779
78976742,-101.884317784989
78976752,-102.065664925702
78976762,-102.36220842216
78976772,-102.721088982304
78976782,-102.634830622335
78976792,-102.214262094237
78976802,-101.933437221672
78976812,-101.701341514054
78976822,-101.668012808234
78976832,-101.827290512789
78976842,-102.110429459627
78976852,-102.34039772308
78976862,-102.792599435652
78976872,-103.325020880964
78976882,-103.681719642629
78976892,-103.483962322865
78976902,-103.381889529116
78976912,-103.315867492674
78976922,-103.13974586197
78976932,-102.703150863993
78976942,-102.385978153111
78976952,-102.28149470255
78976962,-102.252100061539
78976972,-102.162338361134
78976982,-102.073780561939
78976992,-101.90958030112
78977002,-101.834538066237
78977012,-101.969917075944
78977022,-102.376443894085
78977032,-102.683608897718
78977042,-103.111346976112
78977052,-103.519545100641
78977062,-103.653818506647
78977072,-103.770815848072
78977082,-103.874616149676
78977092,-103.979039243959
78977102,-104.06672340492
78977112,-104.039220412152
78977122,-103.871663793414
78977132,-103.769311613443
78977142,-103.768864244971
78977152,-103.712732537053
78977162,-103.569950979774
78977172,-103.341306217987
78977182,-103.194094562258
78977192,-103.278041804746
78977202,-103.065399058172
78977212,-103.116085904998
78977222,-103.231011185747
78977232,-103.236870678755
78977242,-103.292984962649
78977252,-103.41801972108
78977262,-103.480793611815
78977272,-103.373387584878
78977282,-103.02460545034
78977292,-102.738687004585
78977302,-102.531325313938
78977312,-102.491488287722
78977322,-102.642519161081
78977332,-102.472468410448
78977342,-102.438576946741
78977352,-102.543003178776
78977362,-102.725893938854
78977372,-102.91392611565
78977382,-103.208829993512
78977392,-103.43905411309
78977402,-103.603576341407
78977412,-103.853445076103
78977422,-104.432774220041
78977432,-104.635937611491
78977442,-104.508684130421
78977452,-104.308439254285
78977462,-103.995380160789
78977472,-103.849065504034
78977482,-103.720542173956
78977492,-103.527005985552
78977502,-103.406167270907
78977512,-103.502808600316
78977522,-103.583407069469
78977532,-103.574337555904
78977542,-103.533827475335
78977552,-103.395608160584
78977562,-103.187405040236
78977572,-102.930591565287
78977582,-102.642040910507
78977592,-102.311824627554
78977602,-101.974964683813
78977612,-101.774875509355
78977622,-101.767145557648
78977632,-101.846101065265
78977642,-101.787958342303
78977652,-101.794706013645
78977662,-101.897866836678
78977672,-102.031562650095
78977682,-102.406868390006
78977692,-102.758824915922
78977702,-103.117182656972
78977712,-103.479563184878
78977722,-103.421986362356
78977732,-103.149464036359
78977742,-103.014202412262
78977752,-103.121425450938
78977762,-103.192063173006
78977772,-103.241229760547
78977782,-103.418054893627
78977792,-103.520135253891
78977802,-103.18927788248
78977812,-102.679918799865
78977822,-102.288932343322
78977832,-102.052138242282
78977842,-101.901470944057
78977852,-101.633012403552
78977862,-101.477559307459
78977872,-101.487483170761
78977882,-101.725299718117
78977892,-102.281112870505
78977902,-102.555227109261
78977912,-102.608417504475
78977922,-102.531299610857
78977932,-102.430104874451
78977942,-102.282782602665
78977952,-102.200848369768
78977962,-102.058080295352
78977972,-101.764290623692
78977982,-101.469859782097
78977992,-101.278444944385
78978002,-101.035190352527
78978012,-100.780454569933
78978022,-100.795279475332
78978032,-100.816514959933
78978042,-100.885492092086
78978052,-100.922881801758
78978062,-100.855371486965
78978072,-101.094371987821
78978082,-101.239586521485
78978092,-101.376488388789
78978102,-101.578538674909
78978112,-101.669708976688
78978122,-101.855392717857
78978132,-101.782272916554
78978142,-101.431412596366
78978152,-101.145548179244
78978162,-101.016752189887
78978172,-100.758763021435
78978182,-100.465351157897
78978192,-100.315313033357
78978202,-99.9699792772858
78978212,-99.6823386307963
78978222,-99.5095575674623
78978232,-99.4490694860453
78978242,-99.4106112476084
78978252,-99.434501562796
78978262,-99.6071751627017
78978272,-99.9718381979296
78978282,-100.518379490105
78978292,-100.94038065351
78978302,-101.348327619786
78978312,-101.582374862382
78978322,-101.502616154682
78978332,-101.604884654416
78978342,-101.599338230774
78978352,-101.57043636678
78978362,-101.66100178307
78978372,-102.085879768813
78978382,-101.750298842947
78978392,-101.322838978567
78978402,-101.129404635044
78978412,-101.173185888027
78978422,-100.958574789898
78978432,-100.84045829273
78978442,-100.854014346065
78978452,-100.906643071509
78978462,-100.726916221593
78978472,-100.596069675537
78978482,-100.520897207258
78978492,-100.487169240816
78978502,-100.495837198583
78978512,-100.496227873572
78978522,-100.545102669329
78978532,-100.577267015303
78978542,-100.463656881765
78978552,-100.464811668365
78978562,-100.636001510639
78978572,-100.925836187675
78978582,-101.275945416838
78978592,-101.848984988378
78978602,-101.649825608237
78978612,-101.340875950386
78978622,-101.208565982508
78978632,-100.707024632683
78978642,-100.43784553379
78978652,-100.276808534176
78978662,-100.18566514924
78978672,-100.172485773991
78978682,-100.214669224262
78978692,-100.213744209474
78978702,-100.148809032282
78978712,-100.049065749739
78978722,-100.029317564088
78978732,-100.070049651698
78978742,-100.114747805275
78978752,-100.137118616949
78978762,-100.159600928676
78978772,-99.9682217102485
78978782,-99.8741696226922
78978792,-99.9542940580855
78978802,-100.153748551971
78978812,-100.471860844366
78978822,-100.905147864465
78978832,-101.3039890023
78978842,-101.517498353564
78978852,-101.488173767007
78978862,-101.229869551961
78978872,-100.93742466224
78978882,-100.737071576284
78978892,-100.655818005779
78978902,-100.285526559639
78978912,-99.9336769604957
78978922,-99.6948648966163
78978932,-99.5821876487773
78978942,-99.8584688638068
78978952,-99.8233160817845
78978962,-99.6086484194208
78978972,-99.4095451850484
78978982,-99.1283786419336
78978992,-99.0222708582649
78979002,-99.1079739130145
78979012,-99.13943839072
78979022,-98.6089255991983
78979032,-98.2258244673501
78979042,-97.9650097746417
78979052,-97.6732758643159
78979062,-97.1847132572252
78979072,-96.7229729464259
78979082,-96.5131766070192
78979092,-96.4596673447916
78979102,-96.436184253832
78979112,-96.3829233308835
78979122,-96.2569257938367
78979132,-96.2285718074086
78979142,-96.3147881526184
78979152,-96.3815867319582
78979162,-96.5995528038735
78979172,-96.9546367273255
78979182,-97.3066347301187
78979192,-97.5172932308489
78979202,-97.7943061301686
78979212,-98.0339456786435
78979222,-98.3658356740317
78979232,-98.6988626778731
78979242,-98.3740877382226
78979252,-98.3195133115699
78979262,-98.4180943003414
78979272,-98.5611223617601
78979282,-98.6644687208411
78979292,-98.7862608640009
78979302,-98.7228111616467
78979312,-98.513349613929
78979322,-98.282910609199
78979332,-98.1511235106537
78979342,-97.8716448204918
78979352,-97.516591414486
78979362,-97.1968268371741
78979372,-97.0347930920967
78979382,-96.8039914732001
78979392,-96.6411618347973
78979402,-96.598267302966
78979412,-96.6594426389466
78979422,-96.8146533251406
78979432,-96.8782496985908
78979442,-96.8618508592569
78979452,-96.7804235482444
78979462,-96.3230576522468
78979472,-95.9564980352693
78979482,-95.74176667928
78979492,-95.6341611608956
78979502,-95.4709788932929
78979512,-95.5944237325417
78979522,-95.6715414116219
78979532,-95.5649177111712
78979542,-95.3087320032237
78979552,-95.3228579531665
78979562,-95.0346983189245
78979572,-94.7234564184558
78979582,-94.7539466053688
78979592,-94.9653255105675
78979602,-95.1139382749125
78979612,-95.14046672895
78979622,-95.0294372984793
78979632,-94.802772456291
78979642,-94.5414437644813
78979652,-94.2680538999375
78979662,-94.0179092105164
78979672,-93.8339867917442
78979682,-93.7466617449457
78979692,-93.6703770177068
78979702,-93.6641051647124
78979712,-93.7134446294418
78979722,-93.4285958874284
78979732,-92.916176176725
78979742,-92.3464447092935
78979752,-91.7719111568373
78979762,-91.0793434601822
78979772,-90.4246040595661
78979782,-89.8149169130522
78979792,-89.2730608096872
78979802,-88.8183877017328
78979812,-88.3920170659483
78979822,-87.861569623153
78979832,-87.3752903633765
78979842,-87.0150479630898
78979852,-86.4979809849461
78979862,-85.5228605308203
78979872,-84.6190987009727
78979882,-83.5905790304545
78979892,-81.3190037916821
78979902,-73.7164440238898
78979912,-65.6479703002769
78979922,-58.7506085206727
78979932,-53.082776464378
78979942,-48.2175571266281
78979952,-44.0086411629302
78979962,-40.3600150509482
78979972,-37.1988147443598
78979982,-34.468976122746
78979992,-32.127757469831
78980002,-30.1478712036182
78980012,-28.5070791601043
78980022,-27.1874111480099
78980032,-26.1739695013287
78980042,-25.457861701747
78980052,-25.0332434848749
78980062,-24.8953731962809
78980072,-25.043545504241
78980082,-25.4785858517883
78980092,-26.2054766953888
78980102,-27.2302312165655
78980112,-28.5619793419249
78980122,-30.2159939347441
78980132,-32.2107361603113
78980142,-34.569142944663
78980152,-37.3194529588854
78980162,-40.5062021950493
78980172,-44.188697694401
78980182,-48.4457516851412
78980192,-53.3840500815763
78980202,-59.1668124893738
78980212,-66.4743558269182
78980222,-74.4290991844009
78980232,-80.8867403373724
78980242,-81.279848136201
78980252,-82.1028558805168
78980262,-83.270655907096
78980272,-84.6457229268854
78980282,-86.0929646294588
78980292,-87.6408155651653
78980302,-88.9174603031176
78980312,-89.693849576341
78980322,-89.9468863478914
78980332,-90.405851288266
78980342,-90.7639759708025
78980352,-91.1114887459352
78980362,-91.5685621397249
78980372,-92.2594043750543
78980382,-92.542022359017
78980392,-92.8309274414462
78980402,-93.2091525972111
78980412,-93.5102921918241
78980422,-93.5359165527261
78980432,-93.8052224417252
78980442,-94.2662983208876
78980452,-94.7009511675874
78980462,-94.9257712593064
78980472,-95.0183370214062
78980482,-95.2062955694305
78980492,-95.5535886515722
78980502,-95.8476164954072
78980512,-95.6624182552083
78980522,-95.4579993631785
78980532,-95.4179237608223
78980542,-95.5131786508618
78980552,-95.3104673324365
78980562,-95.2624101218679
78980572,-95.3796504507176
78980582,-95.5715222716039
78980592,-95.78989168458
78980602,-95.8046094656637
78980612,-95.6429499832558
78980622,-95.4246892215583
78980632,-95.3688103730611
78980642,-95.5028281658849
78980652,-95.5205170916811
78980662,-95.3858206308489
78980672,-95.2243873168762
78980682,-95.1021955919005
78980692,-95.10701908113
78980702,-95.2849527447373
78980712,-95.6165666506716
78980722,-95.8905292692338
78980732,-96.457821187535
78980742,-97.1278078792414
78980752,-97.671152885004
78980762,-97.8477131330129
78980772,-97.9866168064756
78980782,-98.0664938847912
78980792,-98.1394867898556
78980802,-98.2621267383028
78980812,-98.2351239432726
78980822,-98.229139133324
78980832,-98.3173211616394
78980842,-98.462053037833
78980852,-98.3635792211853
78980862,-98.2776386230301
78980872,-98.4266657738207
78980882,-98.7116522491147
78980892,-98.68736002474
78980902,-98.741546892069
78980912,-98.8430279782988
78980922,-98.979637303034
78980932,-99.149551007763
78980942,-99.4946684584229
78980952,-99.3486451398499
78980962,-99.1036987118344
78980972,-99.0133094597299
78980982,-98.5247214409444
78980992,-98.1588770840169
78981002,-97.9333622103667
78981012,-97.809632650235
78981022,-97.7088963312837
78981032,-97.5541681843751
78981042,-97.4523148468617
78981052,-97.4076829341887
78981062,-97.4092900639594
78981072,-97.5948026674663
78981082,-98.0725417096513
78981092,-98.4590195258105
78981102,-98.504779882798
78981112,-98.3828957221937
78981122,-98.5142258485773
78981132,-98.8926636114174
78981142,-99.3820804176059
78981152,-99.7453239316263
78981162,-99.8116126506655
78981172,-99.989714176822
78981182,-100.146943085276
78981192,-100.071317057965
78981202,-100.137093030661
78981212,-100.197930957903
78981222,-100.246937893135
78981232,-100.356391442933
78981242,-100.718655065786
78981252,-101.162735593416
78981262,-101.281470280731
78981272,-101.126345877646
78981282,-101.083927455897
78981292,-100.87391954354
78981302,-100.547551899769
78981312,-100.284110868031
78981322,-100.243436362706
78981332,-100.296884430219
78981342,-100.409131776006
78981352,-100.463619280479
78981362,-100.432554965285
78981372,-100.430529633742
78981382,-100.40665893894
78981392,-100.320213717062
78981402,-100.034110230661
78981412,-99.3997117095602
78981422,-99.169745029259
78981432,-99.0802861899972
78981442,-99.1069536369384
78981452,-99.2613767042287
78981462,-99.5118072364907
78981472,-99.7708152456533
78981482,-99.7927441009213
78981492,-99.6203024173576
78981502,-99.752278597858
78981512,-99.8203891281688
78981522,-99.8644982989608
78981532,-99.9329554066177
78981542,-100.0753881424
78981552,-100.231147195964
78981562,-100.341574914221
78981572,-100.466321612397
78981582,-100.691349422975
78981592,-101.130231538143
78981602,-101.382218089761
78981612,-101.287990367113
78981622,-100.980944740493
78981632,-100.962868154606
78981642,-100.884020024828
78981652,-100.750706875954
78981662,-100.617094659573
78981672,-100.544570287445
78981682,-100.322036132677
78981692,-100.277230574936
78981702,-100.359883012715
78981712,-100.477355231804
78981722,-100.669015737889
78981732,-100.522297490205
78981742,-100.472403050826
78981752,-100.641240655413
78981762,-100.72997117554
78981772,-100.745720581785
78981782,-100.734870841062
78981792,-100.673017607406
78981802,-100.527144763125
78981812,-100.452070409878
78981822,-100.53649324007
78981832,-100.603667888947
78981842,-100.510931919927
78981852,-100.35050847526
78981862,-100.257222542034
78981872,-100.30945794099
78981882,-100.494115587029
78981892,-100.704544529742
78981902,-101.043018376888
78981912,-101.459442327575
78981922,-101.762996373677
78981932,-101.774684601543
78981942,-101.822154307199
78981952,-101.943419813898
78981962,-101.92897843545
78981972,-101.671304611442
78981982,-101.369132214875
78981992,-101.204816762112
78982002,-101.170524546557
78982012,-101.220661764839
78982022,-101.278918011697
78982032,-101.271746191256
78982042,-101.459640041582
78982052,-101.794380089678
78982062,-102.086163242305
78982072,-101.992975242831
78982082,-101.815377251099
78982092,-101.679417961089
78982102,-101.624853556467
78982112,-101.547611446496
78982122,-101.80192714729
78982132,-102.143218887955
78982142,-102.43173121019
78982152,-102.641568627256
78982162,-102.963200189166
78982172,-103.284216809449
78982182,-103.327613562141
78982192,-102.934710369906
78982202,-102.857481360897
78982212,-102.433459125357
78982222,-101.872735817891
78982232,-101.416732404746
78982242,-101.198949471248
78982252,-101.270319488373
78982262,-101.379704943149
78982272,-101.44308737538
78982282,-101.511471999684
78982292,-101.753090094049
78982302,-102.233720318601
78982312,-102.69165244341
78982322,-102.828298613876
78982332,-102.565254358071
78982342,-102.602188922052
78982352,-102.816969403334
78982362,-102.979509384349
78982372,-102.803220880132
78982382,-102.742284999993
78982392,-102.752097839363
78982402,-102.84122508193
78982412,-103.030312485295
78982422,-103.097657522763
78982432,-103.10835271874
78982442,-103.045360133752
78982452,-102.922929154826
78982462,-102.94421543652
78982472,-102.911512275849
78982482,-102.83801052944
78982492,-102.733955293264
78982502,-102.582804079649
78982512,-102.438956951808
78982522,-102.324979123008
78982532,-102.299881116184
78982542,-102.413695203292
78982552,-102.424839033107
78982562,-102.410655069443
78982572,-102.417439302897
78982582,-102.461791189845
78982592,-102.451400151131
78982602,-102.684142195844
78982612,-102.829570844547
78982622,-102.902858455351
78982632,-103.400536553145
78982642,-103.441706895497
78982652,-103.315780628356
78982662,-103.268941843043
78982672,-103.464723212603
78982682,-103.429242894532
78982692,-103.584971877249
78982702,-103.506650857885
78982712,-102.971500454481
78982722,-102.793476159088
78982732,-102.60946940127
78982742,-102.461649842209
78982752,-102.31209300272
78982762,-102.016543416467
78982772,-101.675378491347
78982782,-101.549510200734
78982792,-101.634916129269
78982802,-101.811965176074
78982812,-102.031024329246
78982822,-102.262739268466
78982832,-102.561910259886
78982842,-102.91716793604
78982852,-103.108506943554
78982862,-103.302125111595
78982872,-103.295150180544
78982882,-103.111029178627
78982892,-103.001588765239
78982902,-102.795876437821
78982912,-102.797149211283
78982922,-103.009913162824
78982932,-103.307047624897
78982942,-103.48319169885
78982952,-103.826114931972
78982962,-103.974986601576
78982972,-103.799897809031
78982982,-103.903093488637
78982992,-103.752549808542
78983002,-103.525563874861
78983012,-103.331106582891
78983022,-103.195727432689
78983032,-102.869103199269
78983042,-102.56764639282
78983052,-102.40124556211
78983062,-102.427713166756
78983072,-102.48985594611
78983082,-102.755110243548
78983092,-102.759216790996
78983102,-102.362960159761
78983112,-102.198325769497
78983122,-102.108507746431
78983132,-101.957299153186
78983142,-101.707854864528
78983152,-101.410977767314
78983162,-101.239419004149
78983172,-101.17188231612
78983182,-101.189306737262
78983192,-101.275646520478
78983202,-101.501304110476
78983212,-101.512314156464
78983222,-101.625507854705
78983232,-101.953799107856
78983242,-102.146050108682
78983252,-102.060627717966
78983262,-101.909268040553
78983272,-101.796259902491
78983282,-101.75086954966
78983292,-101.804726363152
78983302,-102.014884046129
78983312,-102.316285465732
78983322,-102.592601389915
78983332,-102.656247121157
78983342,-102.636325639966
78983352,-102.582652412433
78983362,-102.632337255619
78983372,-103.071695006828
78983382,-103.315539718346
78983392,-103.611492677881
78983402,-103.995145688731
78983412,-104.357439841036
78983422,-104.426366183177
78983432,-104.440496999068
78983442,-104.325026154273
78983452,-104.060144687372
78983462,-104.081057474616
78983472,-104.177199286877
78983482,-104.289293875843
78983492,-104.389941739527
78983502,-104.484433958157
78983512,-104.640533949384
78983522,-104.657789504923
78983532,-104.532323238095
78983542,-104.371375861243
78983552,-104.280452683694
78983562,-104.183892850925
78983572,-103.931908490207
78983582,-103.506004626269
78983592,-103.35974549631
78983602,-103.615631640545
78983612,-103.743750944833
78983622,-103.582050097638
78983632,-103.450395340265
78983642,-103.630888171966
78983652,-103.662711884009
78983662,-103.485427891195
78983672,-103.214665683527
78983682,-102.744981666829
78983692,-102.551071207848
78983702,-102.390540429579
78983712,-102.06018509572
78983722,-101.808255475757
78983732,-101.731804450713
78983742,-101.931983420798
78983752,-102.296994388948
78983762,-102.498773370819
78983772,-103.01471105378
78983782,-103.491573201274
78983792,-103.703474779218
78983802,-103.544345926318
78983812,-103.371840298712
78983822,-103.252306282502
78983832,-103.307986385572
78983842,-103.553078950691
78983852,-103.766655616433
78983862,-104.003944941808
78983872,-104.157896616437
78983882,-104.198155986293
78983892,-104.165831111538
78983902,-103.91222192039
78983912,-103.847456658249
78983922,-103.865278690436
78983932,-103.721133822794
78983942,-103.530759532468
78983952,-103.378537898393
78983962,-103.335712864885
78983972,-103.436323565224
78983982,-103.649142186111
78983992,-103.994109206604
78984002,-104.361522698423
78984012,-104.538177983538
78984022,-104.262864478674
78984032,-104.163754653543
78984042,-104.110535054058
78984052,-104.075817899425
78984062,-104.01925793743
78984072,-103.707833352633
78984082,-103.432169788666
78984092,-103.194738967157
78984102,-103.001641410012
78984112,-102.928667956641
78984122,-102.872970247472
78984132,-102.976504158255
78984142,-103.196693559037
78984152,-103.34553710608
78984162,-103.224597956772
78984172,-102.950030628874
78984182,-102.675452722162
78984192,-102.52556717873
78984202,-102.421377107611
78984212,-102.538098190298
78984222,-102.75218624389
78984232,-102.864355670921
78984242,-102.580239068332
78984252,-102.618498842468
78984262,-102.639898825722
78984272,-102.587331443685
78984282,-102.592162019208
78984292,-102.774320068446
78984302,-103.157425527167
78984312,-103.590073109859
78984322,-103.948932640913
78984332,-104.44987670935
78984342,-104.206723197267
78984352,-103.950167508704
78984362,-104.019552753209
78984372,-104.017857442178
78984382,-103.881218583998
78984392,-103.8557392369
78984402,-103.901119652655
78984412,-103.835888950256
78984422,-103.795187759179
78984432,-103.822457049897
78984442,-103.939776891495
78984452,-104.043178285195
78984462,-103.604114213287
78984472,-103.316410610242
78984482,-103.213836849685
78984492,-103.280677367143
78984502,-103.485673807729
78984512,-103.385421680707
78984522,-103.154443979724
78984532,-103.044927732814
78984542,-103.28153306869
78984552,-103.377348361698
78984562,-103.718647731039
78984572,-104.10650326209
78984582,-104.27470959614
78984592,-104.056848523018
78984602,-103.897128157672
78984612,-103.746244690356
78984622,-103.623039330801
78984632,-103.646136446398
78984642,-103.528253765988
78984652,-103.670201840297
78984662,-104.05145094661
78984672,-104.426702567285
78984682,-104.339176533279
78984692,-104.091788152507
78984702,-103.926703108259
78984712,-103.904378542056
78984722,-103.652103406728
78984732,-103.113695026359
78984742,-102.712221890725
78984752,-102.614896151858
78984762,-102.706958565346
78984772,-102.752679696189
78984782,-102.837995252641
78984792,-102.901974515684
78984802,-102.882790075049
78984812,-103.058112601712
78984822,-103.332867337891
78984832,-103.631422527185
78984842,-103.897165835235
78984852,-104.109640306707
78984862,-104.266883509743
78984872,-104.495454389697
78984882,-104.809362839763
78984892,-105.099548755277
78984902,-104.79352892735
78984912,-104.52728976292
78984922,-104.514806458324
78984932,-104.707103500911
78984942,-104.38261534092
78984952,-104.259389700562
78984962,-104.174259906288
78984972,-104.04494410342
78984982,-104.159710033655
78984992,-104.358466770674
78985002,-104.599499342436
78985012,-104.793967953781
78985022,-104.818995823997
78985032,-104.684407611626
78985042,-104.70904271367
78985052,-104.755480340273
78985062,-104.634860320412
