x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-683.0000E-06,+1.1452575254E+00,+481.7054E-06,-90.7898860E-03,-32.4541836E-03
-682.5000E-06,+1.0623429534E+00,+476.9943E-06,-90.3501875E-03,-33.7104650E-03
-682.0000E-06,+1.1022298877E+00,+451.0835E-06,-90.5857402E-03,-33.7104650E-03
-681.5000E-06,+1.2787374235E+00,+1.4294127E-03,-92.0304638E-03,-36.2230277E-03
-681.0000E-06,+1.1590766208E+00,+243.7971E-06,-90.2559664E-03,-34.0245353E-03
-680.5000E-06,+1.0001570245E+00,+58.4956E-06,-90.3815945E-03,-34.9667464E-03
-680.0000E-06,+973.7751152E-03,-17.6665E-06,-90.4444086E-03,-34.8097112E-03
-679.5000E-06,+1.0532349133E+00,-148.7908E-06,-90.6485543E-03,-34.6526760E-03
-679.0000E-06,+1.1754082789E+00,-312.8926E-06,-90.9469211E-03,-36.2230277E-03
-678.5000E-06,+1.3161117949E+00,+411.8247E-06,-90.6485543E-03,-37.1652388E-03
-678.0000E-06,+1.3739007391E+00,+1.1184830E-03,-90.4287051E-03,-31.3549373E-03
-677.5000E-06,+1.1970791329E+00,+250.8637E-06,-90.3972980E-03,-33.7104650E-03
-677.0000E-06,+1.2112122986E+00,+1.1765860E-03,-90.3815945E-03,-35.4378519E-03
-676.5000E-06,+1.0218278785E+00,+374.9215E-06,-90.3344840E-03,-33.7104650E-03
-676.0000E-06,+1.1176193348E+00,+755.7318E-06,-90.5386297E-03,-32.9252891E-03
-675.5000E-06,+1.1317525004E+00,+499.7644E-06,-91.0882528E-03,-34.1815705E-03
-675.0000E-06,+1.0102072756E+00,+275.9893E-06,-90.6956649E-03,-38.7355905E-03
-674.5000E-06,+991.9911954E-03,-470.7129E-06,-90.9155141E-03,-31.1979022E-03
-674.0000E-06,+1.2765389311E+00,+846.0270E-06,-90.5386297E-03,-37.9504147E-03
-673.5000E-06,+1.4210112913E+00,+625.3926E-06,-90.6956649E-03,-32.4541836E-03
-673.0000E-06,+1.2762248607E+00,+889.2117E-06,-90.6956649E-03,-34.6526760E-03
-672.5000E-06,+1.0965766214E+00,+520.1790E-06,-90.1460417E-03,-36.8511684E-03
-672.0000E-06,+1.1191896865E+00,+819.3310E-06,-90.6956649E-03,-34.0245353E-03
-671.5000E-06,+989.7927030E-03,-49.8587E-06,-91.1196598E-03,-36.0659926E-03
-671.0000E-06,+1.0821293854E+00,+562.5785E-06,-90.5700367E-03,-33.0823243E-03
-670.5000E-06,+1.2036746102E+00,+408.6840E-06,-90.2245593E-03,-36.5370981E-03
-670.0000E-06,+1.1267273749E+00,+143.2946E-06,-90.7584789E-03,-31.1979022E-03
-669.5000E-06,+1.1810615451E+00,+442.4466E-06,-90.5857402E-03,-34.3386057E-03
-669.0000E-06,+1.0937499883E+00,+232.0195E-06,-90.1774488E-03,-38.4215202E-03
-668.5000E-06,+965.6092861E-03,-224.9529E-06,-90.9155141E-03,-33.5534298E-03
-668.0000E-06,+1.0026695873E+00,-410.2544E-06,-90.2559664E-03,-38.2644850E-03
-667.5000E-06,+1.1518530027E+00,+243.7971E-06,-90.3030769E-03,-33.2393594E-03
-667.0000E-06,+1.2156092835E+00,-107.9617E-06,-90.3187804E-03,-33.7104650E-03
-666.5000E-06,+1.1568781283E+00,+114.2431E-06,-90.6328508E-03,-31.9830780E-03
-666.0000E-06,+1.2724560165E+00,+744.7393E-06,-90.4758156E-03,-31.5119725E-03
-665.5000E-06,+1.3641645583E+00,+1.1844378E-03,-90.4444086E-03,-38.7355905E-03
-665.0000E-06,+1.1546796359E+00,+505.2607E-06,-90.5072226E-03,-34.8097112E-03
-664.5000E-06,+1.2196921980E+00,+1.4097833E-03,-90.6799613E-03,-32.1401132E-03
-664.0000E-06,+1.1675565202E+00,+521.7494E-06,-90.6956649E-03,-32.4541836E-03
-663.5000E-06,+1.0466394360E+00,+645.0220E-06,-90.5386297E-03,-34.6526760E-03
-663.0000E-06,+1.0133479791E+00,+125.2356E-06,-90.6171473E-03,-35.9089574E-03
-662.5000E-06,+1.0906092848E+00,+200.6124E-06,-90.4444086E-03,-33.7104650E-03
-662.0000E-06,+1.2259736050E+00,+815.4051E-06,-90.8684035E-03,-34.6526760E-03
-661.5000E-06,+1.0686243604E+00,-203.7531E-06,-90.9626247E-03,-35.4378519E-03
-661.0000E-06,+1.0570037575E+00,+184.9089E-06,-90.3030769E-03,-33.7104650E-03
-660.5000E-06,+1.2159233538E+00,+418.1062E-06,-90.1931523E-03,-38.5785554E-03
-660.0000E-06,+1.2683731020E+00,+691.3474E-06,-90.6956649E-03,-33.2393594E-03
-659.5000E-06,+1.0183731047E+00,+164.4943E-06,-91.4023231E-03,-33.7104650E-03
-659.0000E-06,+835.2700916E-03,-564.9340E-06,-90.8998106E-03,-33.5534298E-03
-658.5000E-06,+955.5590350E-03,-549.2305E-06,-90.5229262E-03,-35.5948870E-03
-658.0000E-06,+1.3572550106E+00,+570.4303E-06,-90.4444086E-03,-32.6112187E-03
-657.5000E-06,+1.1377198371E+00,-625.3926E-06,-89.8947855E-03,-38.8926257E-03
-657.0000E-06,+1.2118404393E+00,+373.3511E-06,-90.6485543E-03,-36.2230277E-03
-656.5000E-06,+1.3267901868E+00,+897.8486E-06,-90.7427754E-03,-36.0659926E-03
-656.0000E-06,+1.1970791329E+00,+805.1979E-06,-90.2245593E-03,-38.4215202E-03
-655.5000E-06,+1.2118404393E+00,+922.9742E-06,-91.0882528E-03,-35.1237815E-03
-655.0000E-06,+985.0816477E-03,-9.8147E-06,-90.6956649E-03,-38.7355905E-03
-654.5000E-06,+1.2130967207E+00,+1.2865107E-03,-90.1460417E-03,-34.0245353E-03
-654.0000E-06,+1.3063756141E+00,+750.2355E-06,-90.7741824E-03,-37.6363443E-03
-653.5000E-06,+1.3402952118E+00,+1.6037217E-03,-91.3709161E-03,-33.5534298E-03
-653.0000E-06,+1.2272298864E+00,+1.0297582E-03,-90.7113684E-03,-36.3800629E-03
-652.5000E-06,+1.1961369219E+00,+1.2935772E-03,-90.8998106E-03,-33.7104650E-03
-652.0000E-06,+1.0438128029E+00,+480.1350E-06,-90.6956649E-03,-33.7104650E-03
-651.5000E-06,+1.0497801395E+00,+773.0056E-06,-90.8212930E-03,-35.1237815E-03
-651.0000E-06,+1.0535489837E+00,+300.3298E-06,-90.6956649E-03,-35.4378519E-03
-650.5000E-06,+1.0661117976E+00,+34.1552E-06,-90.2873734E-03,-31.6690077E-03
-650.0000E-06,+1.1458856661E+00,+251.6489E-06,-90.6956649E-03,-31.3549373E-03
-649.5000E-06,+1.2897298857E+00,+663.8662E-06,-90.6956649E-03,-35.9089574E-03
-649.0000E-06,+1.2715138055E+00,+848.3825E-06,-90.6956649E-03,-33.7104650E-03
-648.5000E-06,+1.0067525018E+00,-121.3097E-06,-90.5700367E-03,-33.7104650E-03
-648.0000E-06,+970.3203414E-03,+121.3097E-06,-90.5386297E-03,-33.7104650E-03
-647.5000E-06,+1.0796168226E+00,-15.3109E-06,-90.8998106E-03,-35.7519222E-03
-647.0000E-06,+1.2102700875E+00,+418.8913E-06,-89.9733031E-03,-33.7104650E-03
-646.5000E-06,+1.0745916970E+00,-178.6275E-06,-90.3972980E-03,-33.5534298E-03
-646.0000E-06,+1.0482097878E+00,-148.0057E-06,-90.1931523E-03,-38.1074498E-03
-645.5000E-06,+1.1832600376E+00,+444.0170E-06,-89.9261925E-03,-36.0659926E-03
-645.0000E-06,+1.1326947115E+00,+80.4805E-06,-90.6485543E-03,-33.7104650E-03
-644.5000E-06,+1.0475816471E+00,-60.8511E-06,-90.1931523E-03,-36.2230277E-03
-644.0000E-06,+1.1430590330E+00,+296.4039E-06,-90.4758156E-03,-33.5534298E-03
-643.5000E-06,+1.1911117963E+00,+404.7582E-06,-90.5072226E-03,-33.7104650E-03
-643.0000E-06,+1.2228329015E+00,+776.9315E-06,-90.5072226E-03,-31.8260429E-03
-642.5000E-06,+1.1769786306E+00,+434.5948E-06,-90.1931523E-03,-33.2393594E-03
-642.0000E-06,+1.1016017470E+00,+669.3624E-06,-90.3658910E-03,-32.4541836E-03
-641.5000E-06,+964.3530047E-03,-84.4064E-06,-90.3344840E-03,-35.5948870E-03
-641.0000E-06,+1.1389761185E+00,+630.1036E-06,-90.1931523E-03,-31.5119725E-03
-640.5000E-06,+1.3512876740E+00,+777.7167E-06,-90.1931523E-03,-36.2230277E-03
-640.0000E-06,+1.2222047608E+00,+615.9705E-06,-90.9469211E-03,-27.7431283E-03
-639.5000E-06,+1.0745916970E+00,+389.0546E-06,-90.8841071E-03,-33.7104650E-03
-639.0000E-06,+1.1295540080E+00,+581.4227E-06,-90.3187804E-03,-33.7104650E-03
-638.5000E-06,+1.1323806411E+00,+385.9139E-06,-90.7898860E-03,-32.9252891E-03
-638.0000E-06,+1.1738379271E+00,+297.9742E-06,-90.9155141E-03,-33.7104650E-03
-637.5000E-06,+1.2008479771E+00,+841.3159E-06,-89.2038307E-03,-31.3549373E-03
-637.0000E-06,+1.1973932033E+00,+486.4165E-06,-90.7427754E-03,-34.1815705E-03
-636.5000E-06,+1.1063128022E+00,+525.6752E-06,-90.5386297E-03,-33.7104650E-03
-636.0000E-06,+964.6670751E-03,-69.4881E-06,-90.5857402E-03,-31.5119725E-03
-635.5000E-06,+971.2625524E-03,-141.7242E-06,-89.9418960E-03,-33.7104650E-03
-635.0000E-06,+1.0774183302E+00,-241.4416E-06,-91.1039563E-03,-39.8348368E-03
-634.5000E-06,+1.3233354130E+00,+590.0597E-06,-90.4444086E-03,-33.7104650E-03
-634.0000E-06,+1.3019786293E+00,+391.4102E-06,-90.3187804E-03,-33.7104650E-03
-633.5000E-06,+1.1546796359E+00,+593.2004E-06,-90.2716699E-03,-32.4541836E-03
-633.0000E-06,+1.0777324005E+00,+414.9654E-06,-90.2873734E-03,-32.6112187E-03
-632.5000E-06,+1.0994032546E+00,+628.5333E-06,-90.6956649E-03,-35.2808167E-03
-632.0000E-06,+1.0943781290E+00,+303.4705E-06,-90.3972980E-03,-35.7519222E-03
-631.5000E-06,+968.1218489E-03,-544.5195E-06,-90.1931523E-03,-28.9994097E-03
-631.0000E-06,+1.0720791342E+00,+103.2506E-06,-89.9733031E-03,-33.7104650E-03
-630.5000E-06,+1.2096419468E+00,+127.5911E-06,-90.5072226E-03,-34.3386057E-03
-630.0000E-06,+1.2825062677E+00,+710.9768E-06,-90.2559664E-03,-35.7519222E-03
-629.5000E-06,+1.1647298870E+00,+58.4956E-06,-90.0832277E-03,-33.7104650E-03
-629.0000E-06,+1.1901695852E+00,+951.2406E-06,-90.7741824E-03,-26.6438821E-03
-628.5000E-06,+1.1776067713E+00,+696.8436E-06,-90.6799613E-03,-37.6363443E-03
-628.0000E-06,+1.2165514945E+00,+1.0525283E-03,-90.4444086E-03,-31.3549373E-03
-627.5000E-06,+1.2350816451E+00,+1.2605999E-03,-90.2559664E-03,-33.2393594E-03
-627.0000E-06,+1.0695665715E+00,+373.3511E-06,-90.5543332E-03,-36.2230277E-03
-626.5000E-06,+1.0808731040E+00,+730.6061E-06,-90.3344840E-03,-33.7104650E-03
-626.0000E-06,+1.0899811441E+00,+419.6765E-06,-90.4444086E-03,-35.4378519E-03
-625.5000E-06,+1.0695665715E+00,+271.2783E-06,-90.8684035E-03,-33.3963946E-03
-625.0000E-06,+1.1609610428E+00,+477.7795E-06,-90.6956649E-03,-33.7104650E-03
-624.5000E-06,+1.3801821460E+00,+1.0643059E-03,-90.9469211E-03,-31.1979022E-03
-624.0000E-06,+1.1022298877E+00,+314.4629E-06,-90.6171473E-03,-33.7104650E-03
-623.5000E-06,+970.6344117E-03,+127.5911E-06,-90.6956649E-03,-33.7104650E-03
-623.0000E-06,+939.5414472E-03,-432.2393E-06,-90.6956649E-03,-33.7104650E-03
-622.5000E-06,+1.2413630520E+00,+802.0572E-06,-90.7584789E-03,-31.1979022E-03
-622.0000E-06,+1.3845791309E+00,+639.5257E-06,-90.9312176E-03,-33.7104650E-03
-621.5000E-06,+1.2781092828E+00,+649.7330E-06,-90.5072226E-03,-33.7104650E-03
-621.0000E-06,+1.1421168219E+00,+442.4466E-06,-90.4444086E-03,-32.6112187E-03
-620.5000E-06,+995.1318989E-03,+443.2318E-06,-90.6956649E-03,-31.1979022E-03
-620.0000E-06,+926.3504926E-03,-194.3310E-06,-90.1931523E-03,-33.7104650E-03
-619.5000E-06,+926.6645629E-03,-378.8474E-06,-90.5857402E-03,-33.7104650E-03
-619.0000E-06,+1.1663002388E+00,-710.1916E-06,-90.8998106E-03,-38.5785554E-03
-618.5000E-06,+1.2825062677E+00,+4.3185E-06,-91.1196598E-03,-35.9089574E-03
-618.0000E-06,+1.3271042571E+00,+469.1426E-06,-90.5072226E-03,-31.8260429E-03
-617.5000E-06,+1.1609610428E+00,+143.2946E-06,-90.7584789E-03,-33.2393594E-03
-617.0000E-06,+1.2492148107E+00,+955.9516E-06,-90.8369965E-03,-37.1652388E-03
-616.5000E-06,+1.1722675754E+00,+599.4818E-06,-91.3081020E-03,-31.9830780E-03
-616.0000E-06,+1.1798052637E+00,+630.8888E-06,-90.2245593E-03,-31.1979022E-03
-615.5000E-06,+1.1458856661E+00,+959.8775E-06,-90.6956649E-03,-31.3549373E-03
-615.0000E-06,+1.2200062683E+00,+696.8436E-06,-90.3972980E-03,-31.8260429E-03
-614.5000E-06,+1.3826947088E+00,+1.6476916E-03,-90.4287051E-03,-34.4956408E-03
-614.0000E-06,+1.3000942072E+00,+1.4215609E-03,-90.6956649E-03,-32.6112187E-03
-613.5000E-06,+1.2454459666E+00,+1.4435458E-03,-90.5386297E-03,-32.9252891E-03
-613.0000E-06,+1.0629710941E+00,+1.4647456E-03,-91.3395091E-03,-31.6690077E-03
-612.5000E-06,+969.6922007E-03,+288.5521E-06,-90.9469211E-03,-33.7104650E-03
-612.0000E-06,+987.9082809E-03,+402.4026E-06,-90.2402629E-03,-31.6690077E-03
-611.5000E-06,+1.2485866700E+00,+515.4680E-06,-90.1146347E-03,-37.1652388E-03
-611.0000E-06,+1.3468906891E+00,+1.0077732E-03,-90.3344840E-03,-31.1979022E-03
-610.5000E-06,+1.2410489817E+00,+469.1426E-06,-90.4287051E-03,-35.5948870E-03
-610.0000E-06,+878.2977293E-03,-254.0044E-06,-90.3972980E-03,-35.2808167E-03
-609.5000E-06,+835.8982323E-03,-668.5773E-06,-90.4601121E-03,-40.9340830E-03
-609.0000E-06,+1.2134107910E+00,+155.0722E-06,-89.9733031E-03,-33.7104650E-03
-608.5000E-06,+1.4316896832E+00,+306.6112E-06,-90.8841071E-03,-31.1979022E-03
-608.0000E-06,+1.2240891829E+00,+347.4403E-06,-90.1146347E-03,-32.6112187E-03
-607.5000E-06,+931.6896885E-03,-465.2167E-06,-90.6956649E-03,-37.3222740E-03
-607.0000E-06,+950.5339094E-03,-199.8273E-06,-90.6956649E-03,-32.4541836E-03
-606.5000E-06,+1.1641017463E+00,-74.1991E-06,-90.4444086E-03,-33.5534298E-03
-606.0000E-06,+1.2862751119E+00,+262.6413E-06,-90.4287051E-03,-34.0245353E-03
-605.5000E-06,+1.3355841565E+00,+787.9240E-06,-90.7113684E-03,-33.7104650E-03
-605.0000E-06,+1.3044911921E+00,+643.4516E-06,-90.7584789E-03,-35.7519222E-03
-604.5000E-06,+1.2407349113E+00,+1.1184830E-03,-90.6799613E-03,-36.5370981E-03
-604.0000E-06,+1.0846419482E+00,+652.8737E-06,-90.0204136E-03,-33.7104650E-03
-603.5000E-06,+1.2240891829E+00,+1.0328989E-03,-90.4287051E-03,-31.5119725E-03
-603.0000E-06,+1.2039886806E+00,+1.4168499E-03,-90.2245593E-03,-36.0659926E-03
-602.5000E-06,+1.0281092855E+00,+509.9717E-06,-90.9469211E-03,-33.7104650E-03
-602.0000E-06,+954.6168239E-03,+14.5258E-06,-90.5386297E-03,-32.9252891E-03
-601.5000E-06,+1.2011620474E+00,+665.4366E-06,-90.5857402E-03,-32.6112187E-03
-601.0000E-06,+1.2796796345E+00,+798.1313E-06,-90.5386297E-03,-32.9252891E-03
-600.5000E-06,+1.1333228522E+00,+82.0509E-06,-90.1931523E-03,-31.6690077E-03
-600.0000E-06,+1.1308102894E+00,+1.1200534E-03,-85.4192830E-03,+2.9039465388E+00
-599.5000E-06,+1.5419283754E+00,+3.8508951E-03,-72.8721726E-03,+3.2743925147E+00
-599.0000E-06,+1.8833228442E+00,+3.5745132E-03,-60.0895094E-03,+3.2770621126E+00
-598.5000E-06,+1.9970163103E+00,+2.2719064E-03,-48.0292080E-03,+3.2715658816E+00
-598.0000E-06,+2.6336369065E+00,+2.5522142E-03,-34.7754393E-03,+3.2704666353E+00
-597.5000E-06,+3.0884107709E+00,+2.1949591E-03,-23.0606153E-03,+3.2692103539E+00
-597.0000E-06,+3.2077575033E+00,+1.3854428E-03,-8.4406406E-03,+3.2753347257E+00
-596.5000E-06,+3.5215137814E+00,+1.3296953E-03,+3.2584799E-03,+3.2787894996E+00
-596.0000E-06,+3.9480213145E+00,+1.1530308E-03,+16.8263189E-03,+3.2800457810E+00
